estacion,no2,pm25,pm10,kmeans_k4,jerarquico_k4
8,51.51289398280802,10.485632183908047,21.014367816091955,3,1
24,20.484931506849314,8.862258953168045,12.953168044077135,2,4
38,38.3323782234957,9.595988538681949,18.79083094555874,0,3
47,33.73728813559322,9.893371757925072,17.190751445086704,0,3
48,34.07671232876712,9.408839779005525,17.668508287292816,0,3
50,36.81917808219178,8.942148760330578,18.41322314049587,0,3
56,53.42382271468144,11.839335180055402,20.049861495844876,1,2
