estacion,no2,pm25,pm10,kmeans_k4,jerarquico_k4
8,25.809667673716014,9.95,21.51702786377709,2,1
24,13.963855421686747,5.935779816513762,13.930722891566266,3,4
38,24.44578313253012,9.0,18.67267267267267,1,1
47,18.45671641791045,7.930930930930931,16.72972972972973,0,3
48,20.928358208955224,9.542682926829269,19.833333333333332,2,1
50,24.51641791044776,8.618618618618619,19.10574018126888,1,1
56,28.982089552238804,9.487951807228916,17.7987987987988,1,2
57,18.895522388059703,7.4624624624624625,14.765765765765765,0,3
