Año;País;Tipo de mercado;Servicio;Concepto;Operador;Tipo de Ingreso;Tipo de Paquete;Unidades;Ingresos (Millones €);Ingresos por Operador (Millones €);Empleados por Operador (Núm);Paquetes (Núm);Inversiones por Operador (Millones €);Gastos por Operador (Millones €)
2006;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía fija;N/A;Millones de euros;7524,46;;;;;
2006;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía móvil;N/A;Millones de euros;12881,42;;;;;
2006;España;Servicio minorista;Datos generales;Ingresos;N/A;Venta y alquiler de terminales;N/A;Millones de euros;2396,71;;;;;
2006;España;Servicio minorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;3229,64;;;;
2006;España;Servicio minorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;9236,4;;;;
2006;España;Servicio minorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;5325,55;;;;
2007;España;N/A;Datos generales;Gastos de explotación;Jazztel;N/A;N/A;Millones de euros;;;;;;11,65
2007;España;N/A;Datos generales;Gastos de explotación;Movistar;N/A;N/A;Millones de euros;;;;;;654,5
2007;España;N/A;Datos generales;Gastos de explotación;Ono;N/A;N/A;Millones de euros;;;;;;54,32
2007;España;N/A;Datos generales;Gastos de explotación;Orange;N/A;N/A;Millones de euros;;;;;;172,09
2007;España;N/A;Datos generales;Gastos de explotación;Resto;N/A;N/A;Millones de euros;;;;;;154,48
2007;España;N/A;Datos generales;Gastos de explotación;Vodafone;N/A;N/A;Millones de euros;;;;;;214,56
2007;España;N/A;Datos generales;Gastos de explotación;Yoigo;N/A;N/A;Millones de euros;;;;;;18,86
2007;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Euskaltel;N/A;N/A;Millones de euros;;;;;90,82;
2007;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Mediaset España;N/A;N/A;Millones de euros;;;;;160,17;
2007;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Movistar;N/A;N/A;Millones de euros;;;;;2323,45;
2007;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Orange;N/A;N/A;Millones de euros;;;;;658,7;
2007;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Resto;N/A;N/A;Millones de euros;;;;;1528,96;
2007;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;RTVE;N/A;N/A;Millones de euros;;;;;57,18;
2007;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Vodafone;N/A;N/A;Millones de euros;;;;;957,97;
2007;España;N/A;Datos generales;Número de empleados;Movistar;N/A;N/A;Unidades;;;32999;;;
2007;España;N/A;Datos generales;Número de empleados;Ono;N/A;N/A;Unidades;;;4500;;;
2007;España;N/A;Datos generales;Número de empleados;Orange;N/A;N/A;Unidades;;;3715;;;
2007;España;N/A;Datos generales;Número de empleados;Resto;N/A;N/A;Unidades;;;31831;;;
2007;España;N/A;Datos generales;Número de empleados;RTVE;N/A;N/A;Unidades;;;5830;;;
2007;España;N/A;Datos generales;Número de empleados;Televisió de Catalunya;N/A;N/A;Unidades;;;1831;;;
2007;España;N/A;Datos generales;Número de empleados;Vodafone;N/A;N/A;Unidades;;;4299;;;
2007;España;N/A;Datos generales;Paquetes;N/A;N/A;Resto;Unidades;;;;573326;;
2007;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija y banda ancha fija;Unidades;;;;5459130;;
2007;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija y TV de pago;Unidades;;;;1192668;;
2007;España;Servicio mayorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;3493,82;;;;
2007;España;Servicio mayorista;Datos generales;Ingresos;N/A;Alquiler de circuitos;N/A;Millones de euros;681,47;;;;;
2007;España;Servicio mayorista;Datos generales;Ingresos;N/A;Banda ancha fija mayorista;N/A;Millones de euros;341,49;;;;;
2007;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión fija;N/A;Millones de euros;1607,72;;;;;
2007;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión móvil;N/A;Millones de euros;4022,55;;;;;
2007;España;Servicio mayorista;Datos generales;Ingresos;N/A;Otros servicios mayoristas;N/A;Millones de euros;270,87;;;;;
2007;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transmisión de datos;N/A;Millones de euros;73,47;;;;;
2007;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transporte y difusión de la señal audiovisual;N/A;Millones de euros;375,83;;;;;
2007;España;Servicio mayorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;1045,48;;;;
2007;España;Servicio mayorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;1267,65;;;;
2007;España;Servicio mayorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;1566,45;;;;
2007;España;Servicio minorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;17865,35;;;;
2007;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda ancha fija;N/A;Millones de euros;3506,86;;;;;
2007;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda Ancha móvil;N/A;Millones de euros;782,94;;;;;
2007;España;Servicio minorista;Datos generales;Ingresos;N/A;Comunicaciones de Empresa;N/A;Millones de euros;1334,97;;;;;
2007;España;Servicio minorista;Datos generales;Ingresos;N/A;Otros servicios minoristas;N/A;Millones de euros;1804,59;;;;;
2007;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios audiovisuales;N/A;Millones de euros;5768,38;;;;;
2007;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios de información telefónica;N/A;Millones de euros;117,74;;;;;
2007;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía fija;N/A;Millones de euros;7210,89;;;;;
2007;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía móvil;N/A;Millones de euros;14103,87;;;;;
2007;España;Servicio minorista;Datos generales;Ingresos;N/A;Venta y alquiler de terminales;N/A;Millones de euros;1862,85;;;;;
2007;España;Servicio minorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;3165,71;;;;
2007;España;Servicio minorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;9708,14;;;;
2007;España;Servicio minorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;5753,89;;;;
2008;España;N/A;Datos generales;Gastos de explotación;Jazztel;N/A;N/A;Millones de euros;;;;;;12,45
2008;España;N/A;Datos generales;Gastos de explotación;Movistar;N/A;N/A;Millones de euros;;;;;;557,17
2008;España;N/A;Datos generales;Gastos de explotación;Ono;N/A;N/A;Millones de euros;;;;;;47,33
2008;España;N/A;Datos generales;Gastos de explotación;Orange;N/A;N/A;Millones de euros;;;;;;141,86
2008;España;N/A;Datos generales;Gastos de explotación;Resto;N/A;N/A;Millones de euros;;;;;;195,43
2008;España;N/A;Datos generales;Gastos de explotación;Vodafone;N/A;N/A;Millones de euros;;;;;;212,29
2008;España;N/A;Datos generales;Gastos de explotación;Yoigo;N/A;N/A;Millones de euros;;;;;;11,48
2008;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Euskaltel;N/A;N/A;Millones de euros;;;;;66,44;
2008;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Mediaset España;N/A;N/A;Millones de euros;;;;;152,24;
2008;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Movistar;N/A;N/A;Millones de euros;;;;;2174,26;
2008;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Orange;N/A;N/A;Millones de euros;;;;;561,24;
2008;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Resto;N/A;N/A;Millones de euros;;;;;1396,58;
2008;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;RTVE;N/A;N/A;Millones de euros;;;;;66,52;
2008;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Vodafone;N/A;N/A;Millones de euros;;;;;724,1;
2008;España;N/A;Datos generales;Número de empleados;Movistar;N/A;N/A;Unidades;;;32643;;;
2008;España;N/A;Datos generales;Número de empleados;Ono;N/A;N/A;Unidades;;;4209;;;
2008;España;N/A;Datos generales;Número de empleados;Orange;N/A;N/A;Unidades;;;3307;;;
2008;España;N/A;Datos generales;Número de empleados;Resto;N/A;N/A;Unidades;;;29166;;;
2008;España;N/A;Datos generales;Número de empleados;RTVE;N/A;N/A;Unidades;;;6402;;;
2008;España;N/A;Datos generales;Número de empleados;Televisió de Catalunya;N/A;N/A;Unidades;;;1670;;;
2008;España;N/A;Datos generales;Número de empleados;Vodafone;N/A;N/A;Unidades;;;4333;;;
2008;España;N/A;Datos generales;Paquetes;N/A;N/A;Resto;Unidades;;;;622215;;
2008;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija y banda ancha fija;Unidades;;;;6468067;;
2008;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija y TV de pago;Unidades;;;;1413788;;
2008;España;Servicio mayorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;3447,25;;;;
2008;España;Servicio mayorista;Datos generales;Ingresos;N/A;Alquiler de circuitos;N/A;Millones de euros;646,83;;;;;
2008;España;Servicio mayorista;Datos generales;Ingresos;N/A;Banda ancha fija mayorista;N/A;Millones de euros;341,39;;;;;
2008;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión fija;N/A;Millones de euros;1750,32;;;;;
2008;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión móvil;N/A;Millones de euros;3688,09;;;;;
2008;España;Servicio mayorista;Datos generales;Ingresos;N/A;Otros servicios mayoristas;N/A;Millones de euros;312,95;;;;;
2008;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transmisión de datos;N/A;Millones de euros;62,09;;;;;
2008;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transporte y difusión de la señal audiovisual;N/A;Millones de euros;406,64;;;;;
2008;España;Servicio mayorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;947,39;;;;
2008;España;Servicio mayorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;1379,06;;;;
2008;España;Servicio mayorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;1434,61;;;;
2008;España;Servicio minorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;18349,67;;;;
2008;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda ancha fija;N/A;Millones de euros;3888,09;;;;;
2008;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda Ancha móvil;N/A;Millones de euros;1108,75;;;;;
2008;España;Servicio minorista;Datos generales;Ingresos;N/A;Comunicaciones de Empresa;N/A;Millones de euros;1475,22;;;;;
2008;España;Servicio minorista;Datos generales;Ingresos;N/A;Otros servicios minoristas;N/A;Millones de euros;2089,07;;;;;
2008;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios audiovisuales;N/A;Millones de euros;5511,1;;;;;
2008;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios de información telefónica;N/A;Millones de euros;104,14;;;;;
2008;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía fija;N/A;Millones de euros;7049,14;;;;;
2008;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía móvil;N/A;Millones de euros;13958,92;;;;;
2008;España;Servicio minorista;Datos generales;Ingresos;N/A;Venta y alquiler de terminales;N/A;Millones de euros;1687,71;;;;;
2008;España;Servicio minorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;3183,58;;;;
2008;España;Servicio minorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;9741,96;;;;
2008;España;Servicio minorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;5596,92;;;;
2009;España;N/A;Datos generales;Gastos de explotación;Digi;N/A;N/A;Millones de euros;;;;;;0,04
2009;España;N/A;Datos generales;Gastos de explotación;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;;2,53
2009;España;N/A;Datos generales;Gastos de explotación;Jazztel;N/A;N/A;Millones de euros;;;;;;14,27
2009;España;N/A;Datos generales;Gastos de explotación;Movistar;N/A;N/A;Millones de euros;;;;;;437,77
2009;España;N/A;Datos generales;Gastos de explotación;Ono;N/A;N/A;Millones de euros;;;;;;42,16
2009;España;N/A;Datos generales;Gastos de explotación;Orange;N/A;N/A;Millones de euros;;;;;;133,18
2009;España;N/A;Datos generales;Gastos de explotación;Resto;N/A;N/A;Millones de euros;;;;;;166,56
2009;España;N/A;Datos generales;Gastos de explotación;Vodafone;N/A;N/A;Millones de euros;;;;;;186,26
2009;España;N/A;Datos generales;Gastos de explotación;Yoigo;N/A;N/A;Millones de euros;;;;;;5,38
2009;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Digi;N/A;N/A;Millones de euros;;;;;0,12;
2009;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Euskaltel;N/A;N/A;Millones de euros;;;;;46,6;
2009;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;0,84;
2009;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Mediaset España;N/A;N/A;Millones de euros;;;;;163,59;
2009;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Movistar;N/A;N/A;Millones de euros;;;;;1829,4;
2009;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Orange;N/A;N/A;Millones de euros;;;;;442,55;
2009;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Resto;N/A;N/A;Millones de euros;;;;;1061,19;
2009;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;RTVE;N/A;N/A;Millones de euros;;;;;88,98;
2009;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Vodafone;N/A;N/A;Millones de euros;;;;;633,46;
2009;España;N/A;Datos generales;Número de empleados;Digi;N/A;N/A;Unidades;;;21;;;
2009;España;N/A;Datos generales;Número de empleados;Grupo MASMOVIL;N/A;N/A;Unidades;;;27;;;
2009;España;N/A;Datos generales;Número de empleados;Movistar;N/A;N/A;Unidades;;;32393;;;
2009;España;N/A;Datos generales;Número de empleados;Ono;N/A;N/A;Unidades;;;3344;;;
2009;España;N/A;Datos generales;Número de empleados;Orange;N/A;N/A;Unidades;;;3133;;;
2009;España;N/A;Datos generales;Número de empleados;Resto;N/A;N/A;Unidades;;;28664;;;
2009;España;N/A;Datos generales;Número de empleados;RTVE;N/A;N/A;Unidades;;;6397;;;
2009;España;N/A;Datos generales;Número de empleados;Televisió de Catalunya;N/A;N/A;Unidades;;;1748;;;
2009;España;N/A;Datos generales;Número de empleados;Vodafone;N/A;N/A;Unidades;;;4335;;;
2009;España;N/A;Datos generales;Paquetes;N/A;N/A;Resto;Unidades;;;;606358;;
2009;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija y banda ancha fija;Unidades;;;;7099868;;
2009;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija y TV de pago;Unidades;;;;1559353;;
2009;España;Servicio mayorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;0,64;;;;
2009;España;Servicio mayorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;3191,83;;;;
2009;España;Servicio mayorista;Datos generales;Ingresos;N/A;Alquiler de circuitos;N/A;Millones de euros;684,87;;;;;
2009;España;Servicio mayorista;Datos generales;Ingresos;N/A;Banda ancha fija mayorista;N/A;Millones de euros;348,49;;;;;
2009;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión fija;N/A;Millones de euros;1728,85;;;;;
2009;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión móvil;N/A;Millones de euros;3052,24;;;;;
2009;España;Servicio mayorista;Datos generales;Ingresos;N/A;Otros servicios mayoristas;N/A;Millones de euros;365,94;;;;;
2009;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transmisión de datos;N/A;Millones de euros;56,53;;;;;
2009;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transporte y difusión de la señal audiovisual;N/A;Millones de euros;438,76;;;;;
2009;España;Servicio mayorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;753,58;;;;
2009;España;Servicio mayorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;1563,36;;;;
2009;España;Servicio mayorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;1166,27;;;;
2009;España;Servicio minorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;5,22;;;;
2009;España;Servicio minorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;9,48;;;;
2009;España;Servicio minorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;17273;;;;
2009;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda ancha fija;N/A;Millones de euros;3953,89;;;;;
2009;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda Ancha móvil;N/A;Millones de euros;1506,55;;;;;
2009;España;Servicio minorista;Datos generales;Ingresos;N/A;Comunicaciones de Empresa;N/A;Millones de euros;1517,01;;;;;
2009;España;Servicio minorista;Datos generales;Ingresos;N/A;Otros servicios minoristas;N/A;Millones de euros;1850,41;;;;;
2009;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios audiovisuales;N/A;Millones de euros;4519,66;;;;;
2009;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios de información telefónica;N/A;Millones de euros;84,19;;;;;
2009;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía fija;N/A;Millones de euros;6416,05;;;;;
2009;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía móvil;N/A;Millones de euros;12960,82;;;;;
2009;España;Servicio minorista;Datos generales;Ingresos;N/A;Venta y alquiler de terminales;N/A;Millones de euros;1693,33;;;;;
2009;España;Servicio minorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;3117,51;;;;
2009;España;Servicio minorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;8656,99;;;;
2009;España;Servicio minorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;5439,72;;;;
2010;España;N/A;Datos generales;Gastos de explotación;Digi;N/A;N/A;Millones de euros;;;;;;0,03
2010;España;N/A;Datos generales;Gastos de explotación;DTS;N/A;N/A;Millones de euros;;;;;;38,03
2010;España;N/A;Datos generales;Gastos de explotación;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;;0,88
2010;España;N/A;Datos generales;Gastos de explotación;Jazztel;N/A;N/A;Millones de euros;;;;;;18,93
2010;España;N/A;Datos generales;Gastos de explotación;Movistar;N/A;N/A;Millones de euros;;;;;;322,65
2010;España;N/A;Datos generales;Gastos de explotación;Ono;N/A;N/A;Millones de euros;;;;;;42,95
2010;España;N/A;Datos generales;Gastos de explotación;Orange;N/A;N/A;Millones de euros;;;;;;95,07
2010;España;N/A;Datos generales;Gastos de explotación;Resto;N/A;N/A;Millones de euros;;;;;;141,46
2010;España;N/A;Datos generales;Gastos de explotación;Vodafone;N/A;N/A;Millones de euros;;;;;;180,16
2010;España;N/A;Datos generales;Gastos de explotación;Yoigo;N/A;N/A;Millones de euros;;;;;;13,9
2010;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Adamo;N/A;N/A;Millones de euros;;;;;0,3;
2010;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Digi;N/A;N/A;Millones de euros;;;;;0,16;
2010;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Euskaltel;N/A;N/A;Millones de euros;;;;;45,43;
2010;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;2,12;
2010;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Mediaset España;N/A;N/A;Millones de euros;;;;;128,39;
2010;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Movistar;N/A;N/A;Millones de euros;;;;;1994,32;
2010;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Orange;N/A;N/A;Millones de euros;;;;;402,06;
2010;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Resto;N/A;N/A;Millones de euros;;;;;1120,74;
2010;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;RTVE;N/A;N/A;Millones de euros;;;;;97,98;
2010;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Vodafone;N/A;N/A;Millones de euros;;;;;674,72;
2010;España;N/A;Datos generales;Número de empleados;Digi;N/A;N/A;Unidades;;;34;;;
2010;España;N/A;Datos generales;Número de empleados;Grupo MASMOVIL;N/A;N/A;Unidades;;;31;;;
2010;España;N/A;Datos generales;Número de empleados;Movistar;N/A;N/A;Unidades;;;32217;;;
2010;España;N/A;Datos generales;Número de empleados;Ono;N/A;N/A;Unidades;;;3082;;;
2010;España;N/A;Datos generales;Número de empleados;Orange;N/A;N/A;Unidades;;;3071;;;
2010;España;N/A;Datos generales;Número de empleados;Resto;N/A;N/A;Unidades;;;26815;;;
2010;España;N/A;Datos generales;Número de empleados;RTVE;N/A;N/A;Unidades;;;6410;;;
2010;España;N/A;Datos generales;Número de empleados;Televisió de Catalunya;N/A;N/A;Unidades;;;1716;;;
2010;España;N/A;Datos generales;Número de empleados;Vodafone;N/A;N/A;Unidades;;;4421;;;
2010;España;N/A;Datos generales;Paquetes;N/A;N/A;Resto;Unidades;;;;582170;;
2010;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija y banda ancha fija;Unidades;;;;7731063;;
2010;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija y TV de pago;Unidades;;;;1727833;;
2010;España;Servicio mayorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;3,24;;;;
2010;España;Servicio mayorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;3079,38;;;;
2010;España;Servicio mayorista;Datos generales;Ingresos;N/A;Alquiler de circuitos;N/A;Millones de euros;730,66;;;;;
2010;España;Servicio mayorista;Datos generales;Ingresos;N/A;Banda ancha fija mayorista;N/A;Millones de euros;454,63;;;;;
2010;España;Servicio mayorista;Datos generales;Ingresos;N/A;Contenidos audiovisuales;N/A;Millones de euros;18,15;;;;;
2010;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión fija;N/A;Millones de euros;1693,87;;;;;
2010;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión móvil;N/A;Millones de euros;2658,31;;;;;
2010;España;Servicio mayorista;Datos generales;Ingresos;N/A;Otros servicios mayoristas;N/A;Millones de euros;517,25;;;;;
2010;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transmisión de datos;N/A;Millones de euros;41,21;;;;;
2010;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transporte y difusión de la señal audiovisual;N/A;Millones de euros;394,99;;;;;
2010;España;Servicio mayorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;772,29;;;;
2010;España;Servicio mayorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;1669,7;;;;
2010;España;Servicio mayorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;984,47;;;;
2010;España;Servicio minorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;26,28;;;;
2010;España;Servicio minorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;11,14;;;;
2010;España;Servicio minorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;16267,84;;;;
2010;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda ancha fija;N/A;Millones de euros;4010,28;;;;;
2010;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda Ancha móvil;N/A;Millones de euros;1687,66;;;;;
2010;España;Servicio minorista;Datos generales;Ingresos;N/A;Comunicaciones de Empresa;N/A;Millones de euros;1508,98;;;;;
2010;España;Servicio minorista;Datos generales;Ingresos;N/A;Otros servicios minoristas;N/A;Millones de euros;1572,1;;;;;
2010;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios audiovisuales;N/A;Millones de euros;4389,5;;;;;
2010;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios de información telefónica;N/A;Millones de euros;74,56;;;;;
2010;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía fija;N/A;Millones de euros;5847,16;;;;;
2010;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía móvil;N/A;Millones de euros;12348,63;;;;;
2010;España;Servicio minorista;Datos generales;Ingresos;N/A;Venta y alquiler de terminales;N/A;Millones de euros;1783,94;;;;;
2010;España;Servicio minorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;3075,58;;;;
2010;España;Servicio minorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;8728,63;;;;
2010;España;Servicio minorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;5113,33;;;;
2011;España;N/A;Datos generales;Gastos de explotación;Digi;N/A;N/A;Millones de euros;;;;;;0,03
2011;España;N/A;Datos generales;Gastos de explotación;DTS;N/A;N/A;Millones de euros;;;;;;31,23
2011;España;N/A;Datos generales;Gastos de explotación;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;;1,2
2011;España;N/A;Datos generales;Gastos de explotación;Jazztel;N/A;N/A;Millones de euros;;;;;;20,7
2011;España;N/A;Datos generales;Gastos de explotación;Movistar;N/A;N/A;Millones de euros;;;;;;357,26
2011;España;N/A;Datos generales;Gastos de explotación;Ono;N/A;N/A;Millones de euros;;;;;;38,73
2011;España;N/A;Datos generales;Gastos de explotación;Orange;N/A;N/A;Millones de euros;;;;;;77,99
2011;España;N/A;Datos generales;Gastos de explotación;Resto;N/A;N/A;Millones de euros;;;;;;147,84
2011;España;N/A;Datos generales;Gastos de explotación;Vodafone;N/A;N/A;Millones de euros;;;;;;86,71
2011;España;N/A;Datos generales;Gastos de explotación;Yoigo;N/A;N/A;Millones de euros;;;;;;14,32
2011;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Adamo;N/A;N/A;Millones de euros;;;;;0,35;
2011;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Digi;N/A;N/A;Millones de euros;;;;;0,07;
2011;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Euskaltel;N/A;N/A;Millones de euros;;;;;59,71;
2011;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;2,44;
2011;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Mediaset España;N/A;N/A;Millones de euros;;;;;230,02;
2011;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Movistar;N/A;N/A;Millones de euros;;;;;2890,91;
2011;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Orange;N/A;N/A;Millones de euros;;;;;989,99;
2011;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Resto;N/A;N/A;Millones de euros;;;;;1082,55;
2011;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;RTVE;N/A;N/A;Millones de euros;;;;;77,3;
