Año;País;Tipo de mercado;Servicio;Concepto;Operador;Tipo de Ingreso;Tipo de Paquete;Unidades;Ingresos (Millones €);Ingresos por Operador (Millones €);Empleados por Operador (Núm);Paquetes (Núm);Inversiones por Operador (Millones €);Gastos por Operador (Millones €)
2015;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;1,42;
2015;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Mediaset España;N/A;N/A;Millones de euros;;;;;183,8;
2015;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Movistar;N/A;N/A;Millones de euros;;;;;1801,94;
2015;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Orange;N/A;N/A;Millones de euros;;;;;680,97;
2015;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Resto;N/A;N/A;Millones de euros;;;;;1223,17;
2015;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;RTVE;N/A;N/A;Millones de euros;;;;;16,58;
2015;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Vodafone;N/A;N/A;Millones de euros;;;;;1721,59;
2015;España;N/A;Datos generales;Número de empleados;Digi;N/A;N/A;Unidades;;;102;;;
2015;España;N/A;Datos generales;Número de empleados;Grupo MASMOVIL;N/A;N/A;Unidades;;;97;;;
2015;España;N/A;Datos generales;Número de empleados;Movistar;N/A;N/A;Unidades;;;26257;;;
2015;España;N/A;Datos generales;Número de empleados;Orange;N/A;N/A;Unidades;;;3984;;;
2015;España;N/A;Datos generales;Número de empleados;Resto;N/A;N/A;Unidades;;;18810;;;
2015;España;N/A;Datos generales;Número de empleados;RTVE;N/A;N/A;Unidades;;;6277;;;
2015;España;N/A;Datos generales;Número de empleados;Televisió de Catalunya;N/A;N/A;Unidades;;;2268;;;
2015;España;N/A;Datos generales;Número de empleados;Vodafone;N/A;N/A;Unidades;;;5704;;;
2015;España;N/A;Datos generales;Paquetes;N/A;N/A;Resto;Unidades;;;;392782;;
2015;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija y banda ancha fija;Unidades;;;;2572870;;
2015;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija y TV de pago;Unidades;;;;562071;;
2015;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil;Unidades;;;;6100557;;
2015;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil;Unidades;;;;3594880;;
2015;España;Servicio mayorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;8,43;;;;
2015;España;Servicio mayorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;2553,69;;;;
2015;España;Servicio mayorista;Datos generales;Ingresos;N/A;Alquiler de circuitos;N/A;Millones de euros;772,47;;;;;
2015;España;Servicio mayorista;Datos generales;Ingresos;N/A;Banda ancha fija mayorista;N/A;Millones de euros;709,19;;;;;
2015;España;Servicio mayorista;Datos generales;Ingresos;N/A;Contenidos audiovisuales;N/A;Millones de euros;522,57;;;;;
2015;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión fija;N/A;Millones de euros;1142,64;;;;;
2015;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión móvil;N/A;Millones de euros;1628,17;;;;;
2015;España;Servicio mayorista;Datos generales;Ingresos;N/A;Otros servicios mayoristas;N/A;Millones de euros;711,3;;;;;
2015;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transmisión de datos;N/A;Millones de euros;51,44;;;;;
2015;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transporte y difusión de la señal audiovisual;N/A;Millones de euros;333,43;;;;;
2015;España;Servicio mayorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;793,29;;;;
2015;España;Servicio mayorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;1764,19;;;;
2015;España;Servicio mayorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;751,61;;;;
2015;España;Servicio minorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;65,46;;;;
2015;España;Servicio minorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;35,78;;;;
2015;España;Servicio minorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;9739,92;;;;
2015;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda ancha fija;N/A;Millones de euros;3799,63;;;;;
2015;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda Ancha móvil;N/A;Millones de euros;4008,32;;;;;
2015;España;Servicio minorista;Datos generales;Ingresos;N/A;Comunicaciones de Empresa;N/A;Millones de euros;1384,69;;;;;
2015;España;Servicio minorista;Datos generales;Ingresos;N/A;Otros servicios minoristas;N/A;Millones de euros;1247,54;;;;;
2015;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios audiovisuales;N/A;Millones de euros;3803,17;;;;;
2015;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios de información telefónica;N/A;Millones de euros;25,44;;;;;
2015;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía fija;N/A;Millones de euros;3043,99;;;;;
2015;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía móvil;N/A;Millones de euros;5069,8;;;;;
2015;España;Servicio minorista;Datos generales;Ingresos;N/A;Venta y alquiler de terminales;N/A;Millones de euros;2253,82;;;;;
2015;España;Servicio minorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;3048,08;;;;
2015;España;Servicio minorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;6987,38;;;;
2015;España;Servicio minorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;4759,78;;;;
2016;España;N/A;Datos generales;Gastos de explotación;Digi;N/A;N/A;Millones de euros;;;;;;0,56
2016;España;N/A;Datos generales;Gastos de explotación;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;;6,63
2016;España;N/A;Datos generales;Gastos de explotación;Movistar;N/A;N/A;Millones de euros;;;;;;120,76
2016;España;N/A;Datos generales;Gastos de explotación;Orange;N/A;N/A;Millones de euros;;;;;;83,8
2016;España;N/A;Datos generales;Gastos de explotación;Resto;N/A;N/A;Millones de euros;;;;;;68,5
2016;España;N/A;Datos generales;Gastos de explotación;Vodafone;N/A;N/A;Millones de euros;;;;;;162,84
2016;España;N/A;Datos generales;Gastos de explotación;Yoigo;N/A;N/A;Millones de euros;;;;;;16,9
2016;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Adamo;N/A;N/A;Millones de euros;;;;;5,58;
2016;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Digi;N/A;N/A;Millones de euros;;;;;0,7;
2016;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Euskaltel;N/A;N/A;Millones de euros;;;;;92,37;
2016;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;1,79;
2016;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Mediaset España;N/A;N/A;Millones de euros;;;;;173,81;
2016;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Movistar;N/A;N/A;Millones de euros;;;;;1829,05;
2016;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Orange;N/A;N/A;Millones de euros;;;;;1143,33;
2016;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Resto;N/A;N/A;Millones de euros;;;;;478,55;
2016;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;RTVE;N/A;N/A;Millones de euros;;;;;28,68;
2016;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Vodafone;N/A;N/A;Millones de euros;;;;;1138,93;
2016;España;N/A;Datos generales;Número de empleados;Digi;N/A;N/A;Unidades;;;123;;;
2016;España;N/A;Datos generales;Número de empleados;Grupo MASMOVIL;N/A;N/A;Unidades;;;88;;;
2016;España;N/A;Datos generales;Número de empleados;Movistar;N/A;N/A;Unidades;;;23548;;;
2016;España;N/A;Datos generales;Número de empleados;Orange;N/A;N/A;Unidades;;;5301;;;
2016;España;N/A;Datos generales;Número de empleados;Resto;N/A;N/A;Unidades;;;16704;;;
2016;España;N/A;Datos generales;Número de empleados;RTVE;N/A;N/A;Unidades;;;6290;;;
2016;España;N/A;Datos generales;Número de empleados;Televisió de Catalunya;N/A;N/A;Unidades;;;2273;;;
2016;España;N/A;Datos generales;Número de empleados;Vodafone;N/A;N/A;Unidades;;;5095;;;
2016;España;N/A;Datos generales;Paquetes;N/A;N/A;Resto;Unidades;;;;429567;;
2016;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija y banda ancha fija;Unidades;;;;2231007;;
2016;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija y TV de pago;Unidades;;;;273979;;
2016;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil;Unidades;;;;6223206;;
2016;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil;Unidades;;;;4752155;;
2016;España;Servicio mayorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;11,4;;;;
2016;España;Servicio mayorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;4178,98;;;;
2016;España;Servicio mayorista;Datos generales;Ingresos;N/A;Alquiler de circuitos;N/A;Millones de euros;813,51;;;;;
2016;España;Servicio mayorista;Datos generales;Ingresos;N/A;Banda ancha fija mayorista;N/A;Millones de euros;714,41;;;;;
2016;España;Servicio mayorista;Datos generales;Ingresos;N/A;Contenidos audiovisuales;N/A;Millones de euros;2272,1;;;;;
2016;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión fija;N/A;Millones de euros;1158,63;;;;;
2016;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión móvil;N/A;Millones de euros;1698,78;;;;;
2016;España;Servicio mayorista;Datos generales;Ingresos;N/A;Otros servicios mayoristas;N/A;Millones de euros;951,1;;;;;
2016;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transmisión de datos;N/A;Millones de euros;134;;;;;
2016;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transporte y difusión de la señal audiovisual;N/A;Millones de euros;349,95;;;;;
2016;España;Servicio mayorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;827,57;;;;
2016;España;Servicio mayorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;1969,98;;;;
2016;España;Servicio mayorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;1104,55;;;;
2016;España;Servicio minorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;72,81;;;;
2016;España;Servicio minorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;55,75;;;;
2016;España;Servicio minorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;10541,94;;;;
2016;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda ancha fija;N/A;Millones de euros;4188,65;;;;;
2016;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda Ancha móvil;N/A;Millones de euros;4245,38;;;;;
2016;España;Servicio minorista;Datos generales;Ingresos;N/A;Comunicaciones de Empresa;N/A;Millones de euros;1370,92;;;;;
2016;España;Servicio minorista;Datos generales;Ingresos;N/A;Otros servicios minoristas;N/A;Millones de euros;1275,49;;;;;
2016;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios audiovisuales;N/A;Millones de euros;4070,69;;;;;
2016;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios de información telefónica;N/A;Millones de euros;19,01;;;;;
2016;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía fija;N/A;Millones de euros;2612,71;;;;;
2016;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía móvil;N/A;Millones de euros;4814,04;;;;;
2016;España;Servicio minorista;Datos generales;Ingresos;N/A;Venta y alquiler de terminales;N/A;Millones de euros;2088,44;;;;;
2016;España;Servicio minorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;4211,65;;;;
2016;España;Servicio minorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;5106,04;;;;
2016;España;Servicio minorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;4697,13;;;;
2017;España;N/A;Datos generales;Gastos de explotación;Digi;N/A;N/A;Millones de euros;;;;;;0,64
2017;España;N/A;Datos generales;Gastos de explotación;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;;35,63
2017;España;N/A;Datos generales;Gastos de explotación;Movistar;N/A;N/A;Millones de euros;;;;;;185,1
2017;España;N/A;Datos generales;Gastos de explotación;Orange;N/A;N/A;Millones de euros;;;;;;82,75
2017;España;N/A;Datos generales;Gastos de explotación;Resto;N/A;N/A;Millones de euros;;;;;;79,05
2017;España;N/A;Datos generales;Gastos de explotación;Vodafone;N/A;N/A;Millones de euros;;;;;;183,91
2017;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Adamo;N/A;N/A;Millones de euros;;;;;20,23;
2017;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Digi;N/A;N/A;Millones de euros;;;;;0,3;
2017;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Euskaltel;N/A;N/A;Millones de euros;;;;;99,55;
2017;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;237,05;
2017;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Mediaset España;N/A;N/A;Millones de euros;;;;;167,42;
2017;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Movistar;N/A;N/A;Millones de euros;;;;;1788,38;
2017;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Orange;N/A;N/A;Millones de euros;;;;;1152,77;
2017;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Resto;N/A;N/A;Millones de euros;;;;;379,02;
2017;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;RTVE;N/A;N/A;Millones de euros;;;;;38,56;
2017;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Vodafone;N/A;N/A;Millones de euros;;;;;796,73;
2017;España;N/A;Datos generales;Número de empleados;Digi;N/A;N/A;Unidades;;;189;;;
2017;España;N/A;Datos generales;Número de empleados;Grupo MASMOVIL;N/A;N/A;Unidades;;;470;;;
2017;España;N/A;Datos generales;Número de empleados;Movistar;N/A;N/A;Unidades;;;22258;;;
2017;España;N/A;Datos generales;Número de empleados;Orange;N/A;N/A;Unidades;;;5448;;;
2017;España;N/A;Datos generales;Número de empleados;Resto;N/A;N/A;Unidades;;;16731;;;
2017;España;N/A;Datos generales;Número de empleados;RTVE;N/A;N/A;Unidades;;;6295;;;
2017;España;N/A;Datos generales;Número de empleados;Televisió de Catalunya;N/A;N/A;Unidades;;;2275;;;
2017;España;N/A;Datos generales;Número de empleados;Vodafone;N/A;N/A;Unidades;;;5034;;;
2017;España;N/A;Datos generales;Paquetes;N/A;N/A;Banda ancha fija, tel. móvil y banda ancha móvil;Unidades;;;;24887;;
2017;España;N/A;Datos generales;Paquetes;N/A;N/A;Resto;Unidades;;;;448027;;
2017;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija y banda ancha fija;Unidades;;;;2071898;;
2017;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija y TV de pago;Unidades;;;;252474;;
2017;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil;Unidades;;;;6222874;;
2017;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil;Unidades;;;;5459087;;
2017;España;Servicio mayorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;15,41;;;;
2017;España;Servicio mayorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;128,6;;;;
2017;España;Servicio mayorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;4438,87;;;;
2017;España;Servicio mayorista;Datos generales;Ingresos;N/A;Alquiler de circuitos;N/A;Millones de euros;782,61;;;;;
2017;España;Servicio mayorista;Datos generales;Ingresos;N/A;Banda ancha fija mayorista;N/A;Millones de euros;799,82;;;;;
2017;España;Servicio mayorista;Datos generales;Ingresos;N/A;Contenidos audiovisuales;N/A;Millones de euros;3227,94;;;;;
2017;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión fija;N/A;Millones de euros;971,13;;;;;
2017;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión móvil;N/A;Millones de euros;1549,66;;;;;
2017;España;Servicio mayorista;Datos generales;Ingresos;N/A;Otros servicios mayoristas;N/A;Millones de euros;1071,53;;;;;
2017;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transmisión de datos;N/A;Millones de euros;219,38;;;;;
2017;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transporte y difusión de la señal audiovisual;N/A;Millones de euros;352,93;;;;;
2017;España;Servicio mayorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;942,65;;;;
2017;España;Servicio mayorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;2545,04;;;;
2017;España;Servicio mayorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;904,43;;;;
2017;España;Servicio minorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;78,39;;;;
2017;España;Servicio minorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;1174,52;;;;
2017;España;Servicio minorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;10445,55;;;;
2017;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda ancha fija;N/A;Millones de euros;4468,67;;;;;
2017;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda Ancha móvil;N/A;Millones de euros;4679,16;;;;;
2017;España;Servicio minorista;Datos generales;Ingresos;N/A;Comunicaciones de Empresa;N/A;Millones de euros;1429,03;;;;;
2017;España;Servicio minorista;Datos generales;Ingresos;N/A;Otros servicios minoristas;N/A;Millones de euros;1349,27;;;;;
2017;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios audiovisuales;N/A;Millones de euros;4350,18;;;;;
2017;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios de información telefónica;N/A;Millones de euros;16,9;;;;;
2017;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía fija;N/A;Millones de euros;2412,05;;;;;
2017;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía móvil;N/A;Millones de euros;4451,85;;;;;
2017;España;Servicio minorista;Datos generales;Ingresos;N/A;Venta y alquiler de terminales;N/A;Millones de euros;1965,25;;;;;
2017;España;Servicio minorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;4485,15;;;;
2017;España;Servicio minorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;4251,72;;;;
2017;España;Servicio minorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;4687,02;;;;
2018;España;N/A;Datos generales;Gastos de explotación;Digi;N/A;N/A;Millones de euros;;;;;;1,16
2018;España;N/A;Datos generales;Gastos de explotación;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;;49,71
2018;España;N/A;Datos generales;Gastos de explotación;Movistar;N/A;N/A;Millones de euros;;;;;;176,05
2018;España;N/A;Datos generales;Gastos de explotación;Orange;N/A;N/A;Millones de euros;;;;;;75,83
2018;España;N/A;Datos generales;Gastos de explotación;Resto;N/A;N/A;Millones de euros;;;;;;68,77
2018;España;N/A;Datos generales;Gastos de explotación;Vodafone;N/A;N/A;Millones de euros;;;;;;161,85
2018;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Adamo;N/A;N/A;Millones de euros;;;;;49,29;
2018;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Digi;N/A;N/A;Millones de euros;;;;;7,25;
2018;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Euskaltel;N/A;N/A;Millones de euros;;;;;153,64;
2018;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;524,68;
2018;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Mediaset España;N/A;N/A;Millones de euros;;;;;138,46;
2018;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Movistar;N/A;N/A;Millones de euros;;;;;1756,04;
2018;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Orange;N/A;N/A;Millones de euros;;;;;1337,8;
2018;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Resto;N/A;N/A;Millones de euros;;;;;314,48;
2018;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;RTVE;N/A;N/A;Millones de euros;;;;;47,61;
2018;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Vodafone;N/A;N/A;Millones de euros;;;;;996,85;
2018;España;N/A;Datos generales;Número de empleados;Digi;N/A;N/A;Unidades;;;394;;;
2018;España;N/A;Datos generales;Número de empleados;Grupo MASMOVIL;N/A;N/A;Unidades;;;596;;;
2018;España;N/A;Datos generales;Número de empleados;Movistar;N/A;N/A;Unidades;;;20755;;;
2018;España;N/A;Datos generales;Número de empleados;Orange;N/A;N/A;Unidades;;;5626;;;
2018;España;N/A;Datos generales;Número de empleados;Resto;N/A;N/A;Unidades;;;17330;;;
2018;España;N/A;Datos generales;Número de empleados;RTVE;N/A;N/A;Unidades;;;6458;;;
2018;España;N/A;Datos generales;Número de empleados;Televisió de Catalunya;N/A;N/A;Unidades;;;2313;;;
2018;España;N/A;Datos generales;Número de empleados;Vodafone;N/A;N/A;Unidades;;;5165;;;
2018;España;N/A;Datos generales;Paquetes;N/A;N/A;Banda ancha fija, tel. móvil y banda ancha móvil;Unidades;;;;109143;;
2018;España;N/A;Datos generales;Paquetes;N/A;N/A;Resto;Unidades;;;;375439;;
2018;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija y banda ancha fija;Unidades;;;;1937757;;
2018;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija y TV de pago;Unidades;;;;206961;;
2018;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil;Unidades;;;;6328770;;
2018;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil;Unidades;;;;5916408;;
2018;España;Servicio mayorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;16,42;;;;
2018;España;Servicio mayorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;156,63;;;;
2018;España;Servicio mayorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;4674,33;;;;
2018;España;Servicio mayorista;Datos generales;Ingresos;N/A;Alquiler de circuitos;N/A;Millones de euros;765,72;;;;;
2018;España;Servicio mayorista;Datos generales;Ingresos;N/A;Banda ancha fija mayorista;N/A;Millones de euros;916,53;;;;;
2018;España;Servicio mayorista;Datos generales;Ingresos;N/A;Contenidos audiovisuales;N/A;Millones de euros;3464,38;;;;;
2018;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión fija;N/A;Millones de euros;898,6;;;;;
2018;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión móvil;N/A;Millones de euros;1465,78;;;;;
2018;España;Servicio mayorista;Datos generales;Ingresos;N/A;Otros servicios mayoristas;N/A;Millones de euros;1178,93;;;;;
2018;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transmisión de datos;N/A;Millones de euros;230,72;;;;;
2018;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transporte y difusión de la señal audiovisual;N/A;Millones de euros;351,44;;;;;
2018;España;Servicio mayorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;1029,14;;;;
2018;España;Servicio mayorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;2503,77;;;;
2018;España;Servicio mayorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;891,81;;;;
2018;España;Servicio minorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;111,97;;;;
2018;España;Servicio minorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;1406,82;;;;
2018;España;Servicio minorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;10508,81;;;;
2018;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda ancha fija;N/A;Millones de euros;4411,24;;;;;
2018;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda Ancha móvil;N/A;Millones de euros;5262,4;;;;;
2018;España;Servicio minorista;Datos generales;Ingresos;N/A;Comunicaciones de Empresa;N/A;Millones de euros;1449,32;;;;;
2018;España;Servicio minorista;Datos generales;Ingresos;N/A;Otros servicios minoristas;N/A;Millones de euros;1259,19;;;;;
2018;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios audiovisuales;N/A;Millones de euros;4338,33;;;;;
2018;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios de información telefónica;N/A;Millones de euros;11,29;;;;;
2018;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía fija;N/A;Millones de euros;2244,39;;;;;
2018;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía móvil;N/A;Millones de euros;4115,73;;;;;
2018;España;Servicio minorista;Datos generales;Ingresos;N/A;Venta y alquiler de terminales;N/A;Millones de euros;2018,55;;;;;
2018;España;Servicio minorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;4471,92;;;;
2018;España;Servicio minorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;4119,09;;;;
2018;España;Servicio minorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;4491,82;;;;
2019;España;N/A;Datos generales;Gastos de explotación;Digi;N/A;N/A;Millones de euros;;;;;;1,59
2019;España;N/A;Datos generales;Gastos de explotación;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;;57,05
2019;España;N/A;Datos generales;Gastos de explotación;Movistar;N/A;N/A;Millones de euros;;;;;;147,65
2019;España;N/A;Datos generales;Gastos de explotación;Orange;N/A;N/A;Millones de euros;;;;;;73,25
2019;España;N/A;Datos generales;Gastos de explotación;Resto;N/A;N/A;Millones de euros;;;;;;84,64
2019;España;N/A;Datos generales;Gastos de explotación;Vodafone;N/A;N/A;Millones de euros;;;;;;159,46
2019;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Adamo;N/A;N/A;Millones de euros;;;;;99,41;
2019;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Digi;N/A;N/A;Millones de euros;;;;;38,05;
2019;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Euskaltel;N/A;N/A;Millones de euros;;;;;154,17;
