cod-ca;ca;cod-prov;prov;ano;mes;form-soc;num-con;capt-suscr-con;capt-desem-con
09;Cataluña;17;Girona;2019;2;SL;139;5378206;5378206
01;Andalucía;18;Granada;2019;2;SL;143;30609742;30609742
08;Castilla-La Mancha;19;Guadalajara;2019;2;SL;20;170453;170453
16;País Vasco;20;Gipuzkoa;2019;2;SL;84;2648876;2648876
01;Andalucía;21;Huelva;2019;2;SL;70;4554590;4554590
02;Aragón;22;Huesca;2019;2;SL;34;857770;857770
01;Andalucía;23;Jaén;2019;2;SL;52;2783946;2783946
07;Castilla y León;24;León;2019;2;SL;53;479297;479297
09;Cataluña;25;Lleida;2019;2;SL;76;1352172;1352172
17;La Rioja;26;Rioja, La;2019;2;SL;43;516512;516512
12;Galicia;27;Lugo;2019;2;SL;32;763216;763216
13;Comunidad de Madrid;28;Madrid;2019;2;SL;2240;158633593;158633593
01;Andalucía;29;Málaga;2019;2;SL;451;12302752;12302752
14;Región de Murcia;30;Murcia;2019;2;SL;257;14032364;14032364
15;C. Foral de Navarra;31;Navarra;2019;2;SL;90;3014900;3014900
12;Galicia;32;Ourense;2019;2;SL;35;357903;357903
03;Principado de Asturias;33;Asturias;2019;2;SL;138;37372385;37372385
07;Castilla y León;34;Palencia;2019;2;SL;10;55026;55026
05;Canarias;35;Palmas, Las;2019;2;SL;153;14324229;14324229
12;Galicia;36;Pontevedra;2019;2;SL;144;5380217;5380217
07;Castilla y León;37;Salamanca;2019;2;SL;33;786214;786214
05;Canarias;38;Santa Cruz de Tenerife;2019;2;SL;147;1353539;1353539
06;Cantabria;39;Cantabria;2019;2;SL;57;3076845;3076845
07;Castilla y León;40;Segovia;2019;2;SL;18;1315010;1315010
01;Andalucía;41;Sevilla;2019;2;SL;399;7440848;7440848
07;Castilla y León;42;Soria;2019;2;SL;6;174460;174460
09;Cataluña;43;Tarragona;2019;2;SL;138;2963086;2963086
02;Aragón;44;Teruel;2019;2;SL;21;1222000;1222000
08;Castilla-La Mancha;45;Toledo;2019;2;SL;97;1659181;1659181
10;Comunitat Valenciana;46;València / Valencia;2019;2;SL;578;22049134;22049134
07;Castilla y León;47;Valladolid;2019;2;SL;72;879863;879863
16;País Vasco;48;Bizkaia;2019;2;SL;157;6516119;6516119
07;Castilla y León;49;Zamora;2019;2;SL;24;1025026;1025026
02;Aragón;50;Zaragoza;2019;2;SL;147;9534699;9534699
18;Ceuta;51;Ceuta;2019;2;SL;14;1007140;1007140
19;Melilla;52;Melilla;2019;2;SL;9;341110;341110
16;País Vasco;01;Araba / Álava;2019;2;Otras;0;0;0
08;Castilla-La Mancha;02;Albacete;2019;2;Otras;0;0;0
10;Comunitat Valenciana;03;Alacant / Alicante;2019;2;Otras;0;0;0
01;Andalucía;04;Almería;2019;2;Otras;0;0;0
07;Castilla y León;05;Ávila;2019;2;Otras;0;0;0
11;Extremadura;06;Badajoz;2019;2;Otras;0;0;0
04;Illes Balears;07;Illes Balears;2019;2;Otras;0;0;0
09;Cataluña;08;Barcelona;2019;2;Otras;13;16700;16700
07;Castilla y León;09;Burgos;2019;2;Otras;1;10000;10000
11;Extremadura;10;Cáceres;2019;2;Otras;0;0;0
01;Andalucía;11;Cádiz;2019;2;Otras;1;5000;5000
10;Comunitat Valenciana;12;Castelló / Castellón;2019;2;Otras;1;8000;8000
08;Castilla-La Mancha;13;Ciudad Real;2019;2;Otras;1;3005;3005
01;Andalucía;14;Córdoba;2019;2;Otras;1;500;500
12;Galicia;15;Coruña, A;2019;2;Otras;4;2400;2400
08;Castilla-La Mancha;16;Cuenca;2019;2;Otras;0;0;0
09;Cataluña;17;Girona;2019;2;Otras;4;14300;14300
01;Andalucía;18;Granada;2019;2;Otras;5;8500;8500
08;Castilla-La Mancha;19;Guadalajara;2019;2;Otras;1;3000;3000
16;País Vasco;20;Gipuzkoa;2019;2;Otras;0;0;0
01;Andalucía;21;Huelva;2019;2;Otras;0;0;0
02;Aragón;22;Huesca;2019;2;Otras;2;11100;11100
01;Andalucía;23;Jaén;2019;2;Otras;1;60090;60090
07;Castilla y León;24;León;2019;2;Otras;0;0;0
09;Cataluña;25;Lleida;2019;2;Otras;1;600;600
17;La Rioja;26;Rioja, La;2019;2;Otras;0;0;0
12;Galicia;27;Lugo;2019;2;Otras;0;0;0
13;Comunidad de Madrid;28;Madrid;2019;2;Otras;16;30010;30010
01;Andalucía;29;Málaga;2019;2;Otras;1;1000;1000
14;Región de Murcia;30;Murcia;2019;2;Otras;1;500;500
15;C. Foral de Navarra;31;Navarra;2019;2;Otras;10;9200;9200
12;Galicia;32;Ourense;2019;2;Otras;0;0;0
03;Principado de Asturias;33;Asturias;2019;2;Otras;2;2000;2000
07;Castilla y León;34;Palencia;2019;2;Otras;0;0;0
05;Canarias;35;Palmas, Las;2019;2;Otras;0;0;0
12;Galicia;36;Pontevedra;2019;2;Otras;0;0;0
07;Castilla y León;37;Salamanca;2019;2;Otras;0;0;0
05;Canarias;38;Santa Cruz de Tenerife;2019;2;Otras;3;5000;5000
06;Cantabria;39;Cantabria;2019;2;Otras;1;600;600
07;Castilla y León;40;Segovia;2019;2;Otras;0;0;0
01;Andalucía;41;Sevilla;2019;2;Otras;1;1000;1000
07;Castilla y León;42;Soria;2019;2;Otras;0;0;0
09;Cataluña;43;Tarragona;2019;2;Otras;0;0;0
02;Aragón;44;Teruel;2019;2;Otras;0;0;0
08;Castilla-La Mancha;45;Toledo;2019;2;Otras;0;0;0
10;Comunitat Valenciana;46;València / Valencia;2019;2;Otras;3;260;260
07;Castilla y León;47;Valladolid;2019;2;Otras;0;0;0
16;País Vasco;48;Bizkaia;2019;2;Otras;0;0;0
07;Castilla y León;49;Zamora;2019;2;Otras;0;0;0
02;Aragón;50;Zaragoza;2019;2;Otras;0;0;0
18;Ceuta;51;Ceuta;2019;2;Otras;0;0;0
19;Melilla;52;Melilla;2019;2;Otras;0;0;0
16;País Vasco;01;Araba / Álava;2019;3;SA;0;0;0
08;Castilla-La Mancha;02;Albacete;2019;3;SA;0;0;0
10;Comunitat Valenciana;03;Alacant / Alicante;2019;3;SA;0;0;0
01;Andalucía;04;Almería;2019;3;SA;0;0;0
07;Castilla y León;05;Ávila;2019;3;SA;0;0;0
11;Extremadura;06;Badajoz;2019;3;SA;0;0;0
04;Illes Balears;07;Illes Balears;2019;3;SA;1;60000;60000
09;Cataluña;08;Barcelona;2019;3;SA;6;3180200;2955200
07;Castilla y León;09;Burgos;2019;3;SA;0;0;0
11;Extremadura;10;Cáceres;2019;3;SA;0;0;0
01;Andalucía;11;Cádiz;2019;3;SA;2;436000;436000
10;Comunitat Valenciana;12;Castelló / Castellón;2019;3;SA;0;0;0
08;Castilla-La Mancha;13;Ciudad Real;2019;3;SA;0;0;0
01;Andalucía;14;Córdoba;2019;3;SA;1;60000;60000
12;Galicia;15;Coruña, A;2019;3;SA;0;0;0
08;Castilla-La Mancha;16;Cuenca;2019;3;SA;0;0;0
09;Cataluña;17;Girona;2019;3;SA;0;0;0
01;Andalucía;18;Granada;2019;3;SA;0;0;0
08;Castilla-La Mancha;19;Guadalajara;2019;3;SA;0;0;0
16;País Vasco;20;Gipuzkoa;2019;3;SA;0;0;0
01;Andalucía;21;Huelva;2019;3;SA;0;0;0
02;Aragón;22;Huesca;2019;3;SA;0;0;0
01;Andalucía;23;Jaén;2019;3;SA;0;0;0
07;Castilla y León;24;León;2019;3;SA;0;0;0
09;Cataluña;25;Lleida;2019;3;SA;0;0;0
17;La Rioja;26;Rioja, La;2019;3;SA;0;0;0
12;Galicia;27;Lugo;2019;3;SA;0;0;0
13;Comunidad de Madrid;28;Madrid;2019;3;SA;14;2341000;1051000
01;Andalucía;29;Málaga;2019;3;SA;0;0;0
14;Región de Murcia;30;Murcia;2019;3;SA;0;0;0
15;C. Foral de Navarra;31;Navarra;2019;3;SA;0;0;0
12;Galicia;32;Ourense;2019;3;SA;0;0;0
03;Principado de Asturias;33;Asturias;2019;3;SA;0;0;0
07;Castilla y León;34;Palencia;2019;3;SA;0;0;0
05;Canarias;35;Palmas, Las;2019;3;SA;1;60000;60000
12;Galicia;36;Pontevedra;2019;3;SA;0;0;0
07;Castilla y León;37;Salamanca;2019;3;SA;0;0;0
05;Canarias;38;Santa Cruz de Tenerife;2019;3;SA;2;121000;109000
06;Cantabria;39;Cantabria;2019;3;SA;0;0;0
07;Castilla y León;40;Segovia;2019;3;SA;0;0;0
01;Andalucía;41;Sevilla;2019;3;SA;1;60000;60000
07;Castilla y León;42;Soria;2019;3;SA;0;0;0
09;Cataluña;43;Tarragona;2019;3;SA;0;0;0
02;Aragón;44;Teruel;2019;3;SA;0;0;0
08;Castilla-La Mancha;45;Toledo;2019;3;SA;0;0;0
10;Comunitat Valenciana;46;València / Valencia;2019;3;SA;2;6304732;6304732
07;Castilla y León;47;Valladolid;2019;3;SA;0;0;0
16;País Vasco;48;Bizkaia;2019;3;SA;0;0;0
07;Castilla y León;49;Zamora;2019;3;SA;0;0;0
02;Aragón;50;Zaragoza;2019;3;SA;0;0;0
18;Ceuta;51;Ceuta;2019;3;SA;0;0;0
19;Melilla;52;Melilla;2019;3;SA;0;0;0
16;País Vasco;01;Araba / Álava;2019;3;SL;47;568815;568815
08;Castilla-La Mancha;02;Albacete;2019;3;SL;57;11191540;11191540
10;Comunitat Valenciana;03;Alacant / Alicante;2019;3;SL;441;16576309;16576309
01;Andalucía;04;Almería;2019;3;SL;138;1289940;1289940
07;Castilla y León;05;Ávila;2019;3;SL;12;37100;37100
11;Extremadura;06;Badajoz;2019;3;SL;78;2873624;2873624
04;Illes Balears;07;Illes Balears;2019;3;SL;313;6729652;6729652
09;Cataluña;08;Barcelona;2019;3;SL;1450;67570854;67570854
07;Castilla y León;09;Burgos;2019;3;SL;36;924159;924159
11;Extremadura;10;Cáceres;2019;3;SL;50;836902;836902
01;Andalucía;11;Cádiz;2019;3;SL;143;3788929;3788929
10;Comunitat Valenciana;12;Castelló / Castellón;2019;3;SL;90;940150;940150
08;Castilla-La Mancha;13;Ciudad Real;2019;3;SL;66;738842;738842
01;Andalucía;14;Córdoba;2019;3;SL;114;2266207;2266207
12;Galicia;15;Coruña, A;2019;3;SL;184;8333451;8333451
08;Castilla-La Mancha;16;Cuenca;2019;3;SL;28;155262;155262
09;Cataluña;17;Girona;2019;3;SL;151;2973514;2973514
01;Andalucía;18;Granada;2019;3;SL;149;1694545;1694545
08;Castilla-La Mancha;19;Guadalajara;2019;3;SL;30;1465534;1465534
16;País Vasco;20;Gipuzkoa;2019;3;SL;102;1806931;1806931
01;Andalucía;21;Huelva;2019;3;SL;68;1264025;1264025
02;Aragón;22;Huesca;2019;3;SL;36;355376;355376
01;Andalucía;23;Jaén;2019;3;SL;65;998526;998526
07;Castilla y León;24;León;2019;3;SL;79;753368;753368
09;Cataluña;25;Lleida;2019;3;SL;76;1625104;1625104
17;La Rioja;26;Rioja, La;2019;3;SL;62;29954753;29954753
12;Galicia;27;Lugo;2019;3;SL;34;840376;840376
13;Comunidad de Madrid;28;Madrid;2019;3;SL;2079;94283608;94283608
01;Andalucía;29;Málaga;2019;3;SL;492;12808949;12808949
14;Región de Murcia;30;Murcia;2019;3;SL;191;10155145;10155145
15;C. Foral de Navarra;31;Navarra;2019;3;SL;89;3303372;3303372
12;Galicia;32;Ourense;2019;3;SL;34;847030;847030
03;Principado de Asturias;33;Asturias;2019;3;SL;116;2937164;2937164
07;Castilla y León;34;Palencia;2019;3;SL;12;606216;606216
05;Canarias;35;Palmas, Las;2019;3;SL;200;2694903;2694903
12;Galicia;36;Pontevedra;2019;3;SL;142;4464867;4464867
07;Castilla y León;37;Salamanca;2019;3;SL;40;9895225;9895225
05;Canarias;38;Santa Cruz de Tenerife;2019;3;SL;163;3621252;3621252
06;Cantabria;39;Cantabria;2019;3;SL;60;434999;434999
07;Castilla y León;40;Segovia;2019;3;SL;13;395829;395829
01;Andalucía;41;Sevilla;2019;3;SL;468;7746479;7746479
07;Castilla y León;42;Soria;2019;3;SL;9;423000;423000
09;Cataluña;43;Tarragona;2019;3;SL;143;15196433;15196433
02;Aragón;44;Teruel;2019;3;SL;15;112211;112211
08;Castilla-La Mancha;45;Toledo;2019;3;SL;97;16954080;16954080
10;Comunitat Valenciana;46;València / Valencia;2019;3;SL;512;19577173;19577173
07;Castilla y León;47;Valladolid;2019;3;SL;80;3725996;3725996
16;País Vasco;48;Bizkaia;2019;3;SL;161;4018814;4018814
07;Castilla y León;49;Zamora;2019;3;SL;17;229726;229726
02;Aragón;50;Zaragoza;2019;3;SL;191;49495776;49495776
18;Ceuta;51;Ceuta;2019;3;SL;6;20119;20119
19;Melilla;52;Melilla;2019;3;SL;8;2028500;2028500
16;País Vasco;01;Araba / Álava;2019;3;Otras;0;0;0
08;Castilla-La Mancha;02;Albacete;2019;3;Otras;0;0;0
10;Comunitat Valenciana;03;Alacant / Alicante;2019;3;Otras;3;15000;15000
01;Andalucía;04;Almería;2019;3;Otras;2;2000;2000
07;Castilla y León;05;Ávila;2019;3;Otras;0;0;0
11;Extremadura;06;Badajoz;2019;3;Otras;0;0;0
04;Illes Balears;07;Illes Balears;2019;3;Otras;0;0;0
09;Cataluña;08;Barcelona;2019;3;Otras;10;10601;10601
07;Castilla y León;09;Burgos;2019;3;Otras;0;0;0
11;Extremadura;10;Cáceres;2019;3;Otras;1;3000;3000
01;Andalucía;11;Cádiz;2019;3;Otras;0;0;0
10;Comunitat Valenciana;12;Castelló / Castellón;2019;3;Otras;2;11000;11000
08;Castilla-La Mancha;13;Ciudad Real;2019;3;Otras;0;0;0
01;Andalucía;14;Córdoba;2019;3;Otras;0;0;0
12;Galicia;15;Coruña, A;2019;3;Otras;2;0;0
08;Castilla-La Mancha;16;Cuenca;2019;3;Otras;1;3000;3000
09;Cataluña;17;Girona;2019;3;Otras;2;9100;9100
01;Andalucía;18;Granada;2019;3;Otras;3;0;0
08;Castilla-La Mancha;19;Guadalajara;2019;3;Otras;0;0;0
16;País Vasco;20;Gipuzkoa;2019;3;Otras;0;0;0
01;Andalucía;21;Huelva;2019;3;Otras;0;0;0
02;Aragón;22;Huesca;2019;3;Otras;0;0;0
01;Andalucía;23;Jaén;2019;3;Otras;0;0;0
07;Castilla y León;24;León;2019;3;Otras;0;0;0
09;Cataluña;25;Lleida;2019;3;Otras;0;0;0
17;La Rioja;26;Rioja, La;2019;3;Otras;0;0;0
12;Galicia;27;Lugo;2019;3;Otras;1;90390;90390
13;Comunidad de Madrid;28;Madrid;2019;3;Otras;69;197862;197862
01;Andalucía;29;Málaga;2019;3;Otras;0;0;0
14;Región de Murcia;30;Murcia;2019;3;Otras;2;1200;1200
15;C. Foral de Navarra;31;Navarra;2019;3;Otras;1;42705;42705
12;Galicia;32;Ourense;2019;3;Otras;0;0;0
03;Principado de Asturias;33;Asturias;2019;3;Otras;0;0;0
07;Castilla y León;34;Palencia;2019;3;Otras;0;0;0
05;Canarias;35;Palmas, Las;2019;3;Otras;7;15000;15000
12;Galicia;36;Pontevedra;2019;3;Otras;1;4000;4000
07;Castilla y León;37;Salamanca;2019;3;Otras;0;0;0
05;Canarias;38;Santa Cruz de Tenerife;2019;3;Otras;0;0;0
06;Cantabria;39;Cantabria;2019;3;Otras;1;3000;3000
07;Castilla y León;40;Segovia;2019;3;Otras;0;0;0
01;Andalucía;41;Sevilla;2019;3;Otras;3;3800;3800
07;Castilla y León;42;Soria;2019;3;Otras;0;0;0
09;Cataluña;43;Tarragona;2019;3;Otras;0;0;0
02;Aragón;44;Teruel;2019;3;Otras;0;0;0
08;Castilla-La Mancha;45;Toledo;2019;3;Otras;0;0;0
10;Comunitat Valenciana;46;València / Valencia;2019;3;Otras;2;1500;1500
07;Castilla y León;47;Valladolid;2019;3;Otras;0;0;0
16;País Vasco;48;Bizkaia;2019;3;Otras;0;0;0
07;Castilla y León;49;Zamora;2019;3;Otras;0;0;0
02;Aragón;50;Zaragoza;2019;3;Otras;0;0;0
18;Ceuta;51;Ceuta;2019;3;Otras;0;0;0
19;Melilla;52;Melilla;2019;3;Otras;0;0;0
16;País Vasco;01;Araba / Álava;2019;4;SA;0;0;0
08;Castilla-La Mancha;02;Albacete;2019;4;SA;0;0;0
10;Comunitat Valenciana;03;Alacant / Alicante;2019;4;SA;0;0;0
01;Andalucía;04;Almería;2019;4;SA;2;160000;84550
07;Castilla y León;05;Ávila;2019;4;SA;0;0;0
11;Extremadura;06;Badajoz;2019;4;SA;0;0;0
04;Illes Balears;07;Illes Balears;2019;4;SA;3;1574520;1574520
09;Cataluña;08;Barcelona;2019;4;SA;8;1334816;1289816
07;Castilla y León;09;Burgos;2019;4;SA;0;0;0
11;Extremadura;10;Cáceres;2019;4;SA;0;0;0
01;Andalucía;11;Cádiz;2019;4;SA;0;0;0
10;Comunitat Valenciana;12;Castelló / Castellón;2019;4;SA;0;0;0
08;Castilla-La Mancha;13;Ciudad Real;2019;4;SA;0;0;0
01;Andalucía;14;Córdoba;2019;4;SA;0;0;0
12;Galicia;15;Coruña, A;2019;4;SA;1;60000;60000
08;Castilla-La Mancha;16;Cuenca;2019;4;SA;0;0;0
09;Cataluña;17;Girona;2019;4;SA;0;0;0
01;Andalucía;18;Granada;2019;4;SA;1;900000;900000
08;Castilla-La Mancha;19;Guadalajara;2019;4;SA;0;0;0
16;País Vasco;20;Gipuzkoa;2019;4;SA;0;0;0
01;Andalucía;21;Huelva;2019;4;SA;0;0;0
02;Aragón;22;Huesca;2019;4;SA;0;0;0
01;Andalucía;23;Jaén;2019;4;SA;0;0;0
07;Castilla y León;24;León;2019;4;SA;0;0;0
09;Cataluña;25;Lleida;2019;4;SA;0;0;0
17;La Rioja;26;Rioja, La;2019;4;SA;0;0;0
12;Galicia;27;Lugo;2019;4;SA;0;0;0
13;Comunidad de Madrid;28;Madrid;2019;4;SA;16;3480000;2400000
01;Andalucía;29;Málaga;2019;4;SA;0;0;0
14;Región de Murcia;30;Murcia;2019;4;SA;0;0;0
15;C. Foral de Navarra;31;Navarra;2019;4;SA;0;0;0
12;Galicia;32;Ourense;2019;4;SA;0;0;0
03;Principado de Asturias;33;Asturias;2019;4;SA;1;6050000;6050000
07;Castilla y León;34;Palencia;2019;4;SA;0;0;0
05;Canarias;35;Palmas, Las;2019;4;SA;3;1360000;715000
12;Galicia;36;Pontevedra;2019;4;SA;0;0;0
07;Castilla y León;37;Salamanca;2019;4;SA;0;0;0
05;Canarias;38;Santa Cruz de Tenerife;2019;4;SA;0;0;0
06;Cantabria;39;Cantabria;2019;4;SA;0;0;0
07;Castilla y León;40;Segovia;2019;4;SA;0;0;0
01;Andalucía;41;Sevilla;2019;4;SA;1;60000;60000
07;Castilla y León;42;Soria;2019;4;SA;0;0;0
09;Cataluña;43;Tarragona;2019;4;SA;0;0;0
02;Aragón;44;Teruel;2019;4;SA;0;0;0
08;Castilla-La Mancha;45;Toledo;2019;4;SA;0;0;0
10;Comunitat Valenciana;46;València / Valencia;2019;4;SA;1;60000;60000
07;Castilla y León;47;Valladolid;2019;4;SA;0;0;0
16;País Vasco;48;Bizkaia;2019;4;SA;0;0;0
07;Castilla y León;49;Zamora;2019;4;SA;0;0;0
02;Aragón;50;Zaragoza;2019;4;SA;0;0;0
18;Ceuta;51;Ceuta;2019;4;SA;0;0;0
19;Melilla;52;Melilla;2019;4;SA;0;0;0
16;País Vasco;01;Araba / Álava;2019;4;SL;39;591802;591802
08;Castilla-La Mancha;02;Albacete;2019;4;SL;51;839990;839990
10;Comunitat Valenciana;03;Alacant / Alicante;2019;4;SL;418;14785312;14785312
01;Andalucía;04;Almería;2019;4;SL;125;3850429;3850429
07;Castilla y León;05;Ávila;2019;4;SL;19;373770;373770
11;Extremadura;06;Badajoz;2019;4;SL;60;1090377;1090377
04;Illes Balears;07;Illes Balears;2019;4;SL;264;7220462;7220462
09;Cataluña;08;Barcelona;2019;4;SL;1364;31232693;31232693
07;Castilla y León;09;Burgos;2019;4;SL;38;1475227;1475227
11;Extremadura;10;Cáceres;2019;4;SL;32;1599170;1599170
01;Andalucía;11;Cádiz;2019;4;SL;145;1750464;1750464
10;Comunitat Valenciana;12;Castelló / Castellón;2019;4;SL;84;1260985;1260985
08;Castilla-La Mancha;13;Ciudad Real;2019;4;SL;59;693210;693210
01;Andalucía;14;Córdoba;2019;4;SL;113;3985865;3985865
12;Galicia;15;Coruña, A;2019;4;SL;168;10115886;10115886
08;Castilla-La Mancha;16;Cuenca;2019;4;SL;24;1808186;1808186
09;Cataluña;17;Girona;2019;4;SL;118;1517361;1517361
01;Andalucía;18;Granada;2019;4;SL;134;1898009;1898009
08;Castilla-La Mancha;19;Guadalajara;2019;4;SL;32;306316;306316
16;País Vasco;20;Gipuzkoa;2019;4;SL;75;6800834;6800834
01;Andalucía;21;Huelva;2019;4;SL;40;362040;362040
02;Aragón;22;Huesca;2019;4;SL;36;690842;690842
01;Andalucía;23;Jaén;2019;4;SL;46;589867;589867
07;Castilla y León;24;León;2019;4;SL;44;316669;316669
09;Cataluña;25;Lleida;2019;4;SL;67;1050634;1050634
17;La Rioja;26;Rioja, La;2019;4;SL;37;290245;290245
12;Galicia;27;Lugo;2019;4;SL;26;209415;209415
13;Comunidad de Madrid;28;Madrid;2019;4;SL;2120;42486872;42486872
01;Andalucía;29;Málaga;2019;4;SL;456;19161066;19161066
14;Región de Murcia;30;Murcia;2019;4;SL;200;5880335;5880335
15;C. Foral de Navarra;31;Navarra;2019;4;SL;69;6196524;6196524
12;Galicia;32;Ourense;2019;4;SL;40;489380;489380
03;Principado de Asturias;33;Asturias;2019;4;SL;117;1378621;1378621
07;Castilla y León;34;Palencia;2019;4;SL;12;175283;175283
05;Canarias;35;Palmas, Las;2019;4;SL;154;2474983;2474983
12;Galicia;36;Pontevedra;2019;4;SL;136;3333922;3333922
07;Castilla y León;37;Salamanca;2019;4;SL;49;643339;643339
05;Canarias;38;Santa Cruz de Tenerife;2019;4;SL;172;1533543;1533543
06;Cantabria;39;Cantabria;2019;4;SL;57;718561;718561
07;Castilla y León;40;Segovia;2019;4;SL;16;945128;945128
01;Andalucía;41;Sevilla;2019;4;SL;356;15162346;15162346
07;Castilla y León;42;Soria;2019;4;SL;10;61126;61126
09;Cataluña;43;Tarragona;2019;4;SL;122;2380323;2380323
02;Aragón;44;Teruel;2019;4;SL;6;125400;125400
08;Castilla-La Mancha;45;Toledo;2019;4;SL;98;2373861;2373861
10;Comunitat Valenciana;46;València / Valencia;2019;4;SL;441;18898209;18898209
07;Castilla y León;47;Valladolid;2019;4;SL;88;3262713;3262713
16;País Vasco;48;Bizkaia;2019;4;SL;137;2357824;2357824
07;Castilla y León;49;Zamora;2019;4;SL;12;249301;249301
02;Aragón;50;Zaragoza;2019;4;SL;126;3802258;3802258
18;Ceuta;51;Ceuta;2019;4;SL;8;391266;391266
19;Melilla;52;Melilla;2019;4;SL;10;147320;147320
16;País Vasco;01;Araba / Álava;2019;4;Otras;0;0;0
08;Castilla-La Mancha;02;Albacete;2019;4;Otras;2;62210;62210
10;Comunitat Valenciana;03;Alacant / Alicante;2019;4;Otras;2;300;300
01;Andalucía;04;Almería;2019;4;Otras;0;0;0
07;Castilla y León;05;Ávila;2019;4;Otras;0;0;0
11;Extremadura;06;Badajoz;2019;4;Otras;1;3005;3005
04;Illes Balears;07;Illes Balears;2019;4;Otras;1;0;0
09;Cataluña;08;Barcelona;2019;4;Otras;16;14200;14200
07;Castilla y León;09;Burgos;2019;4;Otras;0;0;0
11;Extremadura;10;Cáceres;2019;4;Otras;0;0;0
01;Andalucía;11;Cádiz;2019;4;Otras;1;3000;3000
10;Comunitat Valenciana;12;Castelló / Castellón;2019;4;Otras;1;600;600
08;Castilla-La Mancha;13;Ciudad Real;2019;4;Otras;0;0;0
01;Andalucía;14;Córdoba;2019;4;Otras;1;0;0
12;Galicia;15;Coruña, A;2019;4;Otras;2;1200;1200
08;Castilla-La Mancha;16;Cuenca;2019;4;Otras;0;0;0
09;Cataluña;17;Girona;2019;4;Otras;7;99240;99240
01;Andalucía;18;Granada;2019;4;Otras;1;0;0
08;Castilla-La Mancha;19;Guadalajara;2019;4;Otras;0;0;0
16;País Vasco;20;Gipuzkoa;2019;4;Otras;0;0;0
01;Andalucía;21;Huelva;2019;4;Otras;0;0;0
02;Aragón;22;Huesca;2019;4;Otras;0;0;0
01;Andalucía;23;Jaén;2019;4;Otras;0;0;0
07;Castilla y León;24;León;2019;4;Otras;0;0;0
09;Cataluña;25;Lleida;2019;4;Otras;0;0;0
17;La Rioja;26;Rioja, La;2019;4;Otras;2;500;500
12;Galicia;27;Lugo;2019;4;Otras;0;0;0
13;Comunidad de Madrid;28;Madrid;2019;4;Otras;14;19300;19300
01;Andalucía;29;Málaga;2019;4;Otras;2;1005;1005
14;Región de Murcia;30;Murcia;2019;4;Otras;0;0;0
15;C. Foral de Navarra;31;Navarra;2019;4;Otras;0;0;0
12;Galicia;32;Ourense;2019;4;Otras;0;0;0
03;Principado de Asturias;33;Asturias;2019;4;Otras;0;0;0
07;Castilla y León;34;Palencia;2019;4;Otras;0;0;0
05;Canarias;35;Palmas, Las;2019;4;Otras;4;460;460
12;Galicia;36;Pontevedra;2019;4;Otras;0;0;0
07;Castilla y León;37;Salamanca;2019;4;Otras;1;11018;11018
05;Canarias;38;Santa Cruz de Tenerife;2019;4;Otras;3;5000;5000
06;Cantabria;39;Cantabria;2019;4;Otras;2;53006;53006
07;Castilla y León;40;Segovia;2019;4;Otras;0;0;0
01;Andalucía;41;Sevilla;2019;4;Otras;2;3000;3000
07;Castilla y León;42;Soria;2019;4;Otras;0;0;0
09;Cataluña;43;Tarragona;2019;4;Otras;1;3000;3000
02;Aragón;44;Teruel;2019;4;Otras;0;0;0
08;Castilla-La Mancha;45;Toledo;2019;4;Otras;0;0;0
10;Comunitat Valenciana;46;València / Valencia;2019;4;Otras;4;9214;9214
07;Castilla y León;47;Valladolid;2019;4;Otras;0;0;0
16;País Vasco;48;Bizkaia;2019;4;Otras;3;5200;5200
07;Castilla y León;49;Zamora;2019;4;Otras;0;0;0
02;Aragón;50;Zaragoza;2019;4;Otras;2;9409;9409
18;Ceuta;51;Ceuta;2019;4;Otras;0;0;0
19;Melilla;52;Melilla;2019;4;Otras;0;0;0
16;País Vasco;01;Araba / Álava;2019;5;SA;0;0;0
08;Castilla-La Mancha;02;Albacete;2019;5;SA;0;0;0
10;Comunitat Valenciana;03;Alacant / Alicante;2019;5;SA;1;3500000;3500000
01;Andalucía;04;Almería;2019;5;SA;1;60000;60000
07;Castilla y León;05;Ávila;2019;5;SA;0;0;0
11;Extremadura;06;Badajoz;2019;5;SA;0;0;0
04;Illes Balears;07;Illes Balears;2019;5;SA;0;0;0
09;Cataluña;08;Barcelona;2019;5;SA;10;2120000;1047500
07;Castilla y León;09;Burgos;2019;5;SA;0;0;0
11;Extremadura;10;Cáceres;2019;5;SA;0;0;0
01;Andalucía;11;Cádiz;2019;5;SA;1;200000;52000
10;Comunitat Valenciana;12;Castelló / Castellón;2019;5;SA;0;0;0
08;Castilla-La Mancha;13;Ciudad Real;2019;5;SA;4;240000;240000
01;Andalucía;14;Córdoba;2019;5;SA;0;0;0
12;Galicia;15;Coruña, A;2019;5;SA;0;0;0
08;Castilla-La Mancha;16;Cuenca;2019;5;SA;0;0;0
09;Cataluña;17;Girona;2019;5;SA;0;0;0
01;Andalucía;18;Granada;2019;5;SA;0;0;0
08;Castilla-La Mancha;19;Guadalajara;2019;5;SA;0;0;0
16;País Vasco;20;Gipuzkoa;2019;5;SA;1;2400000;1500000
01;Andalucía;21;Huelva;2019;5;SA;0;0;0
02;Aragón;22;Huesca;2019;5;SA;0;0;0
01;Andalucía;23;Jaén;2019;5;SA;0;0;0
