cod-ca;ca;cod-prov;prov;ano;mes;form-soc;num-con;capt-suscr-con;capt-desem-con
08;Castilla-La Mancha;13;Ciudad Real;2011;11;SA;1;60500;60500
01;Andalucía;14;Córdoba;2011;11;SA;2;135000;68750
12;Galicia;15;Coruña, A;2011;11;SA;0;0;0
08;Castilla-La Mancha;16;Cuenca;2011;11;SA;0;0;0
09;Cataluña;17;Girona;2011;11;SA;0;0;0
01;Andalucía;18;Granada;2011;11;SA;1;61000;15250
08;Castilla-La Mancha;19;Guadalajara;2011;11;SA;0;0;0
16;País Vasco;20;Gipuzkoa;2011;11;SA;0;0;0
01;Andalucía;21;Huelva;2011;11;SA;0;0;0
02;Aragón;22;Huesca;2011;11;SA;0;0;0
01;Andalucía;23;Jaén;2011;11;SA;1;60000;15000
07;Castilla y León;24;León;2011;11;SA;0;0;0
09;Cataluña;25;Lleida;2011;11;SA;0;0;0
17;La Rioja;26;Rioja, La;2011;11;SA;0;0;0
12;Galicia;27;Lugo;2011;11;SA;4;303200;303200
13;Comunidad de Madrid;28;Madrid;2011;11;SA;21;7154105;6893029
01;Andalucía;29;Málaga;2011;11;SA;0;0;0
14;Región de Murcia;30;Murcia;2011;11;SA;0;0;0
15;C. Foral de Navarra;31;Navarra;2011;11;SA;1;60000;30000
12;Galicia;32;Ourense;2011;11;SA;0;0;0
03;Principado de Asturias;33;Asturias;2011;11;SA;1;10500000;10500000
07;Castilla y León;34;Palencia;2011;11;SA;0;0;0
05;Canarias;35;Palmas, Las;2011;11;SA;0;0;0
12;Galicia;36;Pontevedra;2011;11;SA;0;0;0
07;Castilla y León;37;Salamanca;2011;11;SA;0;0;0
05;Canarias;38;Santa Cruz de Tenerife;2011;11;SA;2;160000;160000
06;Cantabria;39;Cantabria;2011;11;SA;0;0;0
07;Castilla y León;40;Segovia;2011;11;SA;0;0;0
01;Andalucía;41;Sevilla;2011;11;SA;0;0;0
07;Castilla y León;42;Soria;2011;11;SA;0;0;0
09;Cataluña;43;Tarragona;2011;11;SA;0;0;0
02;Aragón;44;Teruel;2011;11;SA;0;0;0
08;Castilla-La Mancha;45;Toledo;2011;11;SA;0;0;0
10;Comunitat Valenciana;46;València / Valencia;2011;11;SA;1;60000;60000
07;Castilla y León;47;Valladolid;2011;11;SA;0;0;0
16;País Vasco;48;Bizkaia;2011;11;SA;4;1342640;1342640
07;Castilla y León;49;Zamora;2011;11;SA;0;0;0
02;Aragón;50;Zaragoza;2011;11;SA;0;0;0
18;Ceuta;51;Ceuta;2011;11;SA;0;0;0
19;Melilla;52;Melilla;2011;11;SA;0;0;0
16;País Vasco;01;Araba / Álava;2011;11;SL;37;242894;242894
08;Castilla-La Mancha;02;Albacete;2011;11;SL;50;673045;673045
10;Comunitat Valenciana;03;Alacant / Alicante;2011;11;SL;417;8878459;8878459
01;Andalucía;04;Almería;2011;11;SL;91;2521354;2521354
07;Castilla y León;05;Ávila;2011;11;SL;17;167810;167810
11;Extremadura;06;Badajoz;2011;11;SL;73;521153;521153
04;Illes Balears;07;Illes Balears;2011;11;SL;184;6498614;6498614
09;Cataluña;08;Barcelona;2011;11;SL;1051;27213624;27213624
07;Castilla y León;09;Burgos;2011;11;SL;46;2191733;2191733
11;Extremadura;10;Cáceres;2011;11;SL;32;287688;287688
01;Andalucía;11;Cádiz;2011;11;SL;125;2967556;2967556
10;Comunitat Valenciana;12;Castelló / Castellón;2011;11;SL;89;16418560;16418560
08;Castilla-La Mancha;13;Ciudad Real;2011;11;SL;50;600265;600265
01;Andalucía;14;Córdoba;2011;11;SL;115;9715120;9715120
12;Galicia;15;Coruña, A;2011;11;SL;142;6383188;6383188
08;Castilla-La Mancha;16;Cuenca;2011;11;SL;23;429164;429164
09;Cataluña;17;Girona;2011;11;SL;88;3566545;3566545
01;Andalucía;18;Granada;2011;11;SL;134;6167606;6167606
08;Castilla-La Mancha;19;Guadalajara;2011;11;SL;15;260532;260532
16;País Vasco;20;Gipuzkoa;2011;11;SL;54;3406545;3406545
01;Andalucía;21;Huelva;2011;11;SL;53;2931289;2931289
02;Aragón;22;Huesca;2011;11;SL;21;158190;158190
01;Andalucía;23;Jaén;2011;11;SL;51;645569;645569
07;Castilla y León;24;León;2011;11;SL;57;10037340;10037340
09;Cataluña;25;Lleida;2011;11;SL;63;1192730;1192730
17;La Rioja;26;Rioja, La;2011;11;SL;29;335750;335750
12;Galicia;27;Lugo;2011;11;SL;26;566365;566365
13;Comunidad de Madrid;28;Madrid;2011;11;SL;1587;106789988;106789988
01;Andalucía;29;Málaga;2011;11;SL;354;8032585;8032585
14;Región de Murcia;30;Murcia;2011;11;SL;189;19242755;19242755
15;C. Foral de Navarra;31;Navarra;2011;11;SL;62;65891980;65891980
12;Galicia;32;Ourense;2011;11;SL;34;937128;937128
03;Principado de Asturias;33;Asturias;2011;11;SL;104;8127903;8127903
07;Castilla y León;34;Palencia;2011;11;SL;30;1841306;1841306
05;Canarias;35;Palmas, Las;2011;11;SL;151;2190855;2190855
12;Galicia;36;Pontevedra;2011;11;SL;130;3206698;3206698
07;Castilla y León;37;Salamanca;2011;11;SL;32;577287;577287
05;Canarias;38;Santa Cruz de Tenerife;2011;11;SL;74;989773;989773
06;Cantabria;39;Cantabria;2011;11;SL;56;613461;613461
07;Castilla y León;40;Segovia;2011;11;SL;14;66407;66407
01;Andalucía;41;Sevilla;2011;11;SL;278;11530196;11530196
07;Castilla y León;42;Soria;2011;11;SL;10;420816;420816
09;Cataluña;43;Tarragona;2011;11;SL;103;2452780;2452780
02;Aragón;44;Teruel;2011;11;SL;10;262054;262054
08;Castilla-La Mancha;45;Toledo;2011;11;SL;96;2211393;2211393
10;Comunitat Valenciana;46;València / Valencia;2011;11;SL;377;10087976;10087976
07;Castilla y León;47;Valladolid;2011;11;SL;62;1133663;1133663
16;País Vasco;48;Bizkaia;2011;11;SL;151;4041470;4041470
07;Castilla y León;49;Zamora;2011;11;SL;11;120120;120120
02;Aragón;50;Zaragoza;2011;11;SL;132;6950874;6950874
18;Ceuta;51;Ceuta;2011;11;SL;7;27226;27226
19;Melilla;52;Melilla;2011;11;SL;11;159550;159550
16;País Vasco;01;Araba / Álava;2011;11;Otras;0;0;0
08;Castilla-La Mancha;02;Albacete;2011;11;Otras;0;0;0
10;Comunitat Valenciana;03;Alacant / Alicante;2011;11;Otras;2;5000;5000
01;Andalucía;04;Almería;2011;11;Otras;1;4000;4000
07;Castilla y León;05;Ávila;2011;11;Otras;0;0;0
11;Extremadura;06;Badajoz;2011;11;Otras;0;0;0
04;Illes Balears;07;Illes Balears;2011;11;Otras;1;3010;3010
09;Cataluña;08;Barcelona;2011;11;Otras;14;19000;19000
07;Castilla y León;09;Burgos;2011;11;Otras;0;0;0
11;Extremadura;10;Cáceres;2011;11;Otras;0;0;0
01;Andalucía;11;Cádiz;2011;11;Otras;0;0;0
10;Comunitat Valenciana;12;Castelló / Castellón;2011;11;Otras;1;3060;3060
08;Castilla-La Mancha;13;Ciudad Real;2011;11;Otras;1;3000;3000
01;Andalucía;14;Córdoba;2011;11;Otras;0;0;0
12;Galicia;15;Coruña, A;2011;11;Otras;0;0;0
08;Castilla-La Mancha;16;Cuenca;2011;11;Otras;1;19000;19000
09;Cataluña;17;Girona;2011;11;Otras;0;0;0
01;Andalucía;18;Granada;2011;11;Otras;0;0;0
08;Castilla-La Mancha;19;Guadalajara;2011;11;Otras;0;0;0
16;País Vasco;20;Gipuzkoa;2011;11;Otras;2;1036000;162000
01;Andalucía;21;Huelva;2011;11;Otras;0;0;0
02;Aragón;22;Huesca;2011;11;Otras;3;21008;21008
01;Andalucía;23;Jaén;2011;11;Otras;0;0;0
07;Castilla y León;24;León;2011;11;Otras;1;13000;13000
09;Cataluña;25;Lleida;2011;11;Otras;0;0;0
17;La Rioja;26;Rioja, La;2011;11;Otras;1;3000;3000
12;Galicia;27;Lugo;2011;11;Otras;0;0;0
13;Comunidad de Madrid;28;Madrid;2011;11;Otras;11;364000;364000
01;Andalucía;29;Málaga;2011;11;Otras;1;10001000;10001000
14;Región de Murcia;30;Murcia;2011;11;Otras;0;0;0
15;C. Foral de Navarra;31;Navarra;2011;11;Otras;2;23016;23016
12;Galicia;32;Ourense;2011;11;Otras;1;15000;15000
03;Principado de Asturias;33;Asturias;2011;11;Otras;1;900;900
07;Castilla y León;34;Palencia;2011;11;Otras;0;0;0
05;Canarias;35;Palmas, Las;2011;11;Otras;0;0;0
12;Galicia;36;Pontevedra;2011;11;Otras;1;4000;4000
07;Castilla y León;37;Salamanca;2011;11;Otras;0;0;0
05;Canarias;38;Santa Cruz de Tenerife;2011;11;Otras;4;6000;6000
06;Cantabria;39;Cantabria;2011;11;Otras;0;0;0
07;Castilla y León;40;Segovia;2011;11;Otras;0;0;0
01;Andalucía;41;Sevilla;2011;11;Otras;3;10200;10200
07;Castilla y León;42;Soria;2011;11;Otras;0;0;0
09;Cataluña;43;Tarragona;2011;11;Otras;0;0;0
02;Aragón;44;Teruel;2011;11;Otras;0;0;0
08;Castilla-La Mancha;45;Toledo;2011;11;Otras;1;6100000;6100000
10;Comunitat Valenciana;46;València / Valencia;2011;11;Otras;2;12290;12290
07;Castilla y León;47;Valladolid;2011;11;Otras;2;23200;23200
16;País Vasco;48;Bizkaia;2011;11;Otras;4;52074000;52074000
07;Castilla y León;49;Zamora;2011;11;Otras;0;0;0
02;Aragón;50;Zaragoza;2011;11;Otras;1;3100;3100
18;Ceuta;51;Ceuta;2011;11;Otras;0;0;0
19;Melilla;52;Melilla;2011;11;Otras;1;3000;3000
16;País Vasco;01;Araba / Álava;2011;12;SA;0;0;0
08;Castilla-La Mancha;02;Albacete;2011;12;SA;0;0;0
10;Comunitat Valenciana;03;Alacant / Alicante;2011;12;SA;2;122000;122000
01;Andalucía;04;Almería;2011;12;SA;1;60000;60000
07;Castilla y León;05;Ávila;2011;12;SA;0;0;0
11;Extremadura;06;Badajoz;2011;12;SA;0;0;0
04;Illes Balears;07;Illes Balears;2011;12;SA;0;0;0
09;Cataluña;08;Barcelona;2011;12;SA;4;25493000;15493000
07;Castilla y León;09;Burgos;2011;12;SA;0;0;0
11;Extremadura;10;Cáceres;2011;12;SA;0;0;0
01;Andalucía;11;Cádiz;2011;12;SA;0;0;0
10;Comunitat Valenciana;12;Castelló / Castellón;2011;12;SA;1;60000;15000
08;Castilla-La Mancha;13;Ciudad Real;2011;12;SA;0;0;0
01;Andalucía;14;Córdoba;2011;12;SA;0;0;0
12;Galicia;15;Coruña, A;2011;12;SA;0;0;0
08;Castilla-La Mancha;16;Cuenca;2011;12;SA;0;0;0
09;Cataluña;17;Girona;2011;12;SA;2;210000;210000
01;Andalucía;18;Granada;2011;12;SA;1;510000;510000
08;Castilla-La Mancha;19;Guadalajara;2011;12;SA;0;0;0
16;País Vasco;20;Gipuzkoa;2011;12;SA;0;0;0
01;Andalucía;21;Huelva;2011;12;SA;0;0;0
02;Aragón;22;Huesca;2011;12;SA;0;0;0
01;Andalucía;23;Jaén;2011;12;SA;0;0;0
07;Castilla y León;24;León;2011;12;SA;0;0;0
09;Cataluña;25;Lleida;2011;12;SA;0;0;0
17;La Rioja;26;Rioja, La;2011;12;SA;0;0;0
12;Galicia;27;Lugo;2011;12;SA;0;0;0
13;Comunidad de Madrid;28;Madrid;2011;12;SA;25;983287700;964172550
01;Andalucía;29;Málaga;2011;12;SA;2;800060000;800060000
14;Región de Murcia;30;Murcia;2011;12;SA;1;60000;15000
15;C. Foral de Navarra;31;Navarra;2011;12;SA;0;0;0
12;Galicia;32;Ourense;2011;12;SA;0;0;0
03;Principado de Asturias;33;Asturias;2011;12;SA;0;0;0
07;Castilla y León;34;Palencia;2011;12;SA;0;0;0
05;Canarias;35;Palmas, Las;2011;12;SA;4;323300;303300
12;Galicia;36;Pontevedra;2011;12;SA;0;0;0
07;Castilla y León;37;Salamanca;2011;12;SA;0;0;0
05;Canarias;38;Santa Cruz de Tenerife;2011;12;SA;0;0;0
06;Cantabria;39;Cantabria;2011;12;SA;0;0;0
07;Castilla y León;40;Segovia;2011;12;SA;0;0;0
01;Andalucía;41;Sevilla;2011;12;SA;1;60120;24048
07;Castilla y León;42;Soria;2011;12;SA;0;0;0
09;Cataluña;43;Tarragona;2011;12;SA;0;0;0
02;Aragón;44;Teruel;2011;12;SA;0;0;0
08;Castilla-La Mancha;45;Toledo;2011;12;SA;0;0;0
10;Comunitat Valenciana;46;València / Valencia;2011;12;SA;2;230000;102500
07;Castilla y León;47;Valladolid;2011;12;SA;0;0;0
16;País Vasco;48;Bizkaia;2011;12;SA;1;72120;72120
07;Castilla y León;49;Zamora;2011;12;SA;0;0;0
02;Aragón;50;Zaragoza;2011;12;SA;6;5759545;5714545
18;Ceuta;51;Ceuta;2011;12;SA;0;0;0
19;Melilla;52;Melilla;2011;12;SA;0;0;0
16;País Vasco;01;Araba / Álava;2011;12;SL;21;349186;349186
08;Castilla-La Mancha;02;Albacete;2011;12;SL;46;3120740;3120740
10;Comunitat Valenciana;03;Alacant / Alicante;2011;12;SL;338;11765183;11765183
01;Andalucía;04;Almería;2011;12;SL;99;2182294;2182294
07;Castilla y León;05;Ávila;2011;12;SL;5;75410;75410
11;Extremadura;06;Badajoz;2011;12;SL;55;10148956;10148956
04;Illes Balears;07;Illes Balears;2011;12;SL;183;5619394;5619394
09;Cataluña;08;Barcelona;2011;12;SL;945;40451217;40451217
07;Castilla y León;09;Burgos;2011;12;SL;29;656293;656293
11;Extremadura;10;Cáceres;2011;12;SL;25;558966;558966
01;Andalucía;11;Cádiz;2011;12;SL;92;10159076;10159076
10;Comunitat Valenciana;12;Castelló / Castellón;2011;12;SL;70;1294887;1294887
08;Castilla-La Mancha;13;Ciudad Real;2011;12;SL;64;640939;640939
01;Andalucía;14;Córdoba;2011;12;SL;87;11904458;11904458
12;Galicia;15;Coruña, A;2011;12;SL;128;6158989;6158989
08;Castilla-La Mancha;16;Cuenca;2011;12;SL;24;328002;328002
09;Cataluña;17;Girona;2011;12;SL;106;3946582;3946582
01;Andalucía;18;Granada;2011;12;SL;117;6998325;6998325
08;Castilla-La Mancha;19;Guadalajara;2011;12;SL;24;238004;238004
16;País Vasco;20;Gipuzkoa;2011;12;SL;78;7940390;7940390
01;Andalucía;21;Huelva;2011;12;SL;37;608224;608224
02;Aragón;22;Huesca;2011;12;SL;20;143495;143495
01;Andalucía;23;Jaén;2011;12;SL;62;432855;432855
07;Castilla y León;24;León;2011;12;SL;49;2816311;2816311
09;Cataluña;25;Lleida;2011;12;SL;73;1771709;1771709
17;La Rioja;26;Rioja, La;2011;12;SL;33;246002;246002
12;Galicia;27;Lugo;2011;12;SL;45;472437;472437
13;Comunidad de Madrid;28;Madrid;2011;12;SL;1391;94133574;94133574
01;Andalucía;29;Málaga;2011;12;SL;335;21576182;21576182
14;Región de Murcia;30;Murcia;2011;12;SL;233;13396381;13396381
15;C. Foral de Navarra;31;Navarra;2011;12;SL;74;2673512;2673512
12;Galicia;32;Ourense;2011;12;SL;35;6250496;6250496
03;Principado de Asturias;33;Asturias;2011;12;SL;106;12531245;12531245
07;Castilla y León;34;Palencia;2011;12;SL;13;572638;572638
05;Canarias;35;Palmas, Las;2011;12;SL;135;4550807;4550807
12;Galicia;36;Pontevedra;2011;12;SL;110;5604523;5604523
07;Castilla y León;37;Salamanca;2011;12;SL;34;2076993;2076993
05;Canarias;38;Santa Cruz de Tenerife;2011;12;SL;81;2324938;2324938
06;Cantabria;39;Cantabria;2011;12;SL;56;5052538;5052538
07;Castilla y León;40;Segovia;2011;12;SL;13;196665;196665
01;Andalucía;41;Sevilla;2011;12;SL;265;16210724;16210724
07;Castilla y León;42;Soria;2011;12;SL;4;15700;15700
09;Cataluña;43;Tarragona;2011;12;SL;92;7079032;7079032
02;Aragón;44;Teruel;2011;12;SL;10;76006;76006
08;Castilla-La Mancha;45;Toledo;2011;12;SL;65;507515;507515
10;Comunitat Valenciana;46;València / Valencia;2011;12;SL;362;18739841;18739841
07;Castilla y León;47;Valladolid;2011;12;SL;61;7165211;7165211
16;País Vasco;48;Bizkaia;2011;12;SL;120;6416654;6416654
07;Castilla y León;49;Zamora;2011;12;SL;10;214830;214830
02;Aragón;50;Zaragoza;2011;12;SL;101;16555272;16555272
18;Ceuta;51;Ceuta;2011;12;SL;4;12010;12010
19;Melilla;52;Melilla;2011;12;SL;1;3600;3600
16;País Vasco;01;Araba / Álava;2011;12;Otras;0;0;0
08;Castilla-La Mancha;02;Albacete;2011;12;Otras;0;0;0
10;Comunitat Valenciana;03;Alacant / Alicante;2011;12;Otras;1;700;700
01;Andalucía;04;Almería;2011;12;Otras;1;42000;42000
07;Castilla y León;05;Ávila;2011;12;Otras;1;23315;23315
11;Extremadura;06;Badajoz;2011;12;Otras;0;0;0
04;Illes Balears;07;Illes Balears;2011;12;Otras;0;0;0
09;Cataluña;08;Barcelona;2011;12;Otras;11;36600;6600
07;Castilla y León;09;Burgos;2011;12;Otras;0;0;0
11;Extremadura;10;Cáceres;2011;12;Otras;0;0;0
01;Andalucía;11;Cádiz;2011;12;Otras;0;0;0
10;Comunitat Valenciana;12;Castelló / Castellón;2011;12;Otras;1;3000;3000
08;Castilla-La Mancha;13;Ciudad Real;2011;12;Otras;0;0;0
01;Andalucía;14;Córdoba;2011;12;Otras;0;0;0
12;Galicia;15;Coruña, A;2011;12;Otras;4;30000;30000
08;Castilla-La Mancha;16;Cuenca;2011;12;Otras;0;0;0
09;Cataluña;17;Girona;2011;12;Otras;0;0;0
01;Andalucía;18;Granada;2011;12;Otras;0;0;0
08;Castilla-La Mancha;19;Guadalajara;2011;12;Otras;0;0;0
16;País Vasco;20;Gipuzkoa;2011;12;Otras;0;0;0
01;Andalucía;21;Huelva;2011;12;Otras;1;306;306
02;Aragón;22;Huesca;2011;12;Otras;0;0;0
01;Andalucía;23;Jaén;2011;12;Otras;0;0;0
07;Castilla y León;24;León;2011;12;Otras;0;0;0
09;Cataluña;25;Lleida;2011;12;Otras;0;0;0
17;La Rioja;26;Rioja, La;2011;12;Otras;0;0;0
12;Galicia;27;Lugo;2011;12;Otras;0;0;0
13;Comunidad de Madrid;28;Madrid;2011;12;Otras;19;61010;61010
01;Andalucía;29;Málaga;2011;12;Otras;1;0;0
14;Región de Murcia;30;Murcia;2011;12;Otras;0;0;0
15;C. Foral de Navarra;31;Navarra;2011;12;Otras;0;0;0
12;Galicia;32;Ourense;2011;12;Otras;0;0;0
03;Principado de Asturias;33;Asturias;2011;12;Otras;0;0;0
07;Castilla y León;34;Palencia;2011;12;Otras;0;0;0
05;Canarias;35;Palmas, Las;2011;12;Otras;3;7700;7700
12;Galicia;36;Pontevedra;2011;12;Otras;1;3000;3000
07;Castilla y León;37;Salamanca;2011;12;Otras;0;0;0
05;Canarias;38;Santa Cruz de Tenerife;2011;12;Otras;0;0;0
06;Cantabria;39;Cantabria;2011;12;Otras;0;0;0
07;Castilla y León;40;Segovia;2011;12;Otras;0;0;0
01;Andalucía;41;Sevilla;2011;12;Otras;4;4316;4316
07;Castilla y León;42;Soria;2011;12;Otras;0;0;0
09;Cataluña;43;Tarragona;2011;12;Otras;1;0;0
02;Aragón;44;Teruel;2011;12;Otras;0;0;0
08;Castilla-La Mancha;45;Toledo;2011;12;Otras;1;3100;3100
10;Comunitat Valenciana;46;València / Valencia;2011;12;Otras;0;0;0
07;Castilla y León;47;Valladolid;2011;12;Otras;0;0;0
16;País Vasco;48;Bizkaia;2011;12;Otras;1;100;100
07;Castilla y León;49;Zamora;2011;12;Otras;0;0;0
02;Aragón;50;Zaragoza;2011;12;Otras;0;0;0
18;Ceuta;51;Ceuta;2011;12;Otras;0;0;0
19;Melilla;52;Melilla;2011;12;Otras;0;0;0
16;País Vasco;01;Araba / Álava;2012;1;SA;0;0;0
08;Castilla-La Mancha;02;Albacete;2012;1;SA;0;0;0
10;Comunitat Valenciana;03;Alacant / Alicante;2012;1;SA;2;240000;240000
01;Andalucía;04;Almería;2012;1;SA;2;227000;227000
07;Castilla y León;05;Ávila;2012;1;SA;0;0;0
11;Extremadura;06;Badajoz;2012;1;SA;1;60102;60102
04;Illes Balears;07;Illes Balears;2012;1;SA;1;60300;60300
09;Cataluña;08;Barcelona;2012;1;SA;6;1014616;1014616
07;Castilla y León;09;Burgos;2012;1;SA;0;0;0
11;Extremadura;10;Cáceres;2012;1;SA;0;0;0
01;Andalucía;11;Cádiz;2012;1;SA;0;0;0
10;Comunitat Valenciana;12;Castelló / Castellón;2012;1;SA;0;0;0
08;Castilla-La Mancha;13;Ciudad Real;2012;1;SA;0;0;0
01;Andalucía;14;Córdoba;2012;1;SA;0;0;0
12;Galicia;15;Coruña, A;2012;1;SA;2;156000;111000
08;Castilla-La Mancha;16;Cuenca;2012;1;SA;0;0;0
09;Cataluña;17;Girona;2012;1;SA;1;60000;60000
01;Andalucía;18;Granada;2012;1;SA;1;60000;15000
08;Castilla-La Mancha;19;Guadalajara;2012;1;SA;0;0;0
16;País Vasco;20;Gipuzkoa;2012;1;SA;2;160000;136192
01;Andalucía;21;Huelva;2012;1;SA;0;0;0
02;Aragón;22;Huesca;2012;1;SA;0;0;0
01;Andalucía;23;Jaén;2012;1;SA;0;0;0
07;Castilla y León;24;León;2012;1;SA;1;2000000;2000000
09;Cataluña;25;Lleida;2012;1;SA;0;0;0
17;La Rioja;26;Rioja, La;2012;1;SA;0;0;0
12;Galicia;27;Lugo;2012;1;SA;0;0;0
13;Comunidad de Madrid;28;Madrid;2012;1;SA;17;4746635;3915135
01;Andalucía;29;Málaga;2012;1;SA;2;132321;132321
14;Región de Murcia;30;Murcia;2012;1;SA;0;0;0
15;C. Foral de Navarra;31;Navarra;2012;1;SA;0;0;0
12;Galicia;32;Ourense;2012;1;SA;0;0;0
03;Principado de Asturias;33;Asturias;2012;1;SA;2;150030;150030
07;Castilla y León;34;Palencia;2012;1;SA;0;0;0
05;Canarias;35;Palmas, Las;2012;1;SA;2;120000;30000
12;Galicia;36;Pontevedra;2012;1;SA;2;120000;120000
07;Castilla y León;37;Salamanca;2012;1;SA;0;0;0
05;Canarias;38;Santa Cruz de Tenerife;2012;1;SA;0;0;0
06;Cantabria;39;Cantabria;2012;1;SA;0;0;0
07;Castilla y León;40;Segovia;2012;1;SA;0;0;0
01;Andalucía;41;Sevilla;2012;1;SA;9;5985000;1650000
07;Castilla y León;42;Soria;2012;1;SA;0;0;0
09;Cataluña;43;Tarragona;2012;1;SA;0;0;0
02;Aragón;44;Teruel;2012;1;SA;0;0;0
08;Castilla-La Mancha;45;Toledo;2012;1;SA;1;200000;60300
10;Comunitat Valenciana;46;València / Valencia;2012;1;SA;5;2282500;2237500
07;Castilla y León;47;Valladolid;2012;1;SA;0;0;0
16;País Vasco;48;Bizkaia;2012;1;SA;2;120000;75000
07;Castilla y León;49;Zamora;2012;1;SA;0;0;0
02;Aragón;50;Zaragoza;2012;1;SA;0;0;0
18;Ceuta;51;Ceuta;2012;1;SA;0;0;0
19;Melilla;52;Melilla;2012;1;SA;0;0;0
16;País Vasco;01;Araba / Álava;2012;1;SL;44;1814904;1814904
08;Castilla-La Mancha;02;Albacete;2012;1;SL;65;1196899;1196899
10;Comunitat Valenciana;03;Alacant / Alicante;2012;1;SL;387;37159911;37159911
01;Andalucía;04;Almería;2012;1;SL;115;20850661;20850661
07;Castilla y León;05;Ávila;2012;1;SL;7;102476;102476
11;Extremadura;06;Badajoz;2012;1;SL;70;950812;950812
04;Illes Balears;07;Illes Balears;2012;1;SL;200;4711373;4711373
09;Cataluña;08;Barcelona;2012;1;SL;1140;162459820;162459820
07;Castilla y León;09;Burgos;2012;1;SL;45;250658;250658
11;Extremadura;10;Cáceres;2012;1;SL;29;849493;849493
01;Andalucía;11;Cádiz;2012;1;SL;115;3625484;3625484
10;Comunitat Valenciana;12;Castelló / Castellón;2012;1;SL;109;7491962;7491962
08;Castilla-La Mancha;13;Ciudad Real;2012;1;SL;56;802188;802188
01;Andalucía;14;Córdoba;2012;1;SL;90;2425039;2425039
12;Galicia;15;Coruña, A;2012;1;SL;190;16296518;16296518
08;Castilla-La Mancha;16;Cuenca;2012;1;SL;24;1019838;1019838
09;Cataluña;17;Girona;2012;1;SL;141;16865956;16865956
01;Andalucía;18;Granada;2012;1;SL;115;26785695;26785695
08;Castilla-La Mancha;19;Guadalajara;2012;1;SL;25;365921;365921
16;País Vasco;20;Gipuzkoa;2012;1;SL;76;12361196;12361196
01;Andalucía;21;Huelva;2012;1;SL;63;3316338;3316338
02;Aragón;22;Huesca;2012;1;SL;29;2918277;2918277
01;Andalucía;23;Jaén;2012;1;SL;77;7047772;7047772
07;Castilla y León;24;León;2012;1;SL;51;843093;843093
09;Cataluña;25;Lleida;2012;1;SL;69;913269;913269
17;La Rioja;26;Rioja, La;2012;1;SL;37;427961;427961
12;Galicia;27;Lugo;2012;1;SL;46;5774485;5774485
13;Comunidad de Madrid;28;Madrid;2012;1;SL;1647;129403122;129403122
01;Andalucía;29;Málaga;2012;1;SL;372;11205302;11205302
14;Región de Murcia;30;Murcia;2012;1;SL;197;49599682;49599682
15;C. Foral de Navarra;31;Navarra;2012;1;SL;82;9277009;9277009
12;Galicia;32;Ourense;2012;1;SL;23;12817006;12817006
03;Principado de Asturias;33;Asturias;2012;1;SL;122;54126887;54126887
07;Castilla y León;34;Palencia;2012;1;SL;20;2912880;2912880
05;Canarias;35;Palmas, Las;2012;1;SL;137;980009;980009
12;Galicia;36;Pontevedra;2012;1;SL;169;10963485;10963485
07;Castilla y León;37;Salamanca;2012;1;SL;22;783115;783115
05;Canarias;38;Santa Cruz de Tenerife;2012;1;SL;138;5560115;5560115
06;Cantabria;39;Cantabria;2012;1;SL;54;547716;547716
07;Castilla y León;40;Segovia;2012;1;SL;10;536705;536705
01;Andalucía;41;Sevilla;2012;1;SL;334;19697103;19697103
07;Castilla y León;42;Soria;2012;1;SL;4;74012;74012
09;Cataluña;43;Tarragona;2012;1;SL;130;7705078;7705078
02;Aragón;44;Teruel;2012;1;SL;6;18130;18130
08;Castilla-La Mancha;45;Toledo;2012;1;SL;82;1527956;1527956
10;Comunitat Valenciana;46;València / Valencia;2012;1;SL;421;11877727;11877727
07;Castilla y León;47;Valladolid;2012;1;SL;56;2686064;2686064
16;País Vasco;48;Bizkaia;2012;1;SL;174;6074310;6074310
07;Castilla y León;49;Zamora;2012;1;SL;8;93481;93481
02;Aragón;50;Zaragoza;2012;1;SL;106;7860604;7860604
18;Ceuta;51;Ceuta;2012;1;SL;12;295202;295202
19;Melilla;52;Melilla;2012;1;SL;12;263300;263300
16;País Vasco;01;Araba / Álava;2012;1;Otras;0;0;0
08;Castilla-La Mancha;02;Albacete;2012;1;Otras;0;0;0
10;Comunitat Valenciana;03;Alacant / Alicante;2012;1;Otras;1;25000;25000
01;Andalucía;04;Almería;2012;1;Otras;0;0;0
07;Castilla y León;05;Ávila;2012;1;Otras;0;0;0
11;Extremadura;06;Badajoz;2012;1;Otras;0;0;0
04;Illes Balears;07;Illes Balears;2012;1;Otras;0;0;0
09;Cataluña;08;Barcelona;2012;1;Otras;14;49200;23700
07;Castilla y León;09;Burgos;2012;1;Otras;0;0;0
11;Extremadura;10;Cáceres;2012;1;Otras;1;6000;6000
01;Andalucía;11;Cádiz;2012;1;Otras;0;0;0
10;Comunitat Valenciana;12;Castelló / Castellón;2012;1;Otras;1;3100;3100
08;Castilla-La Mancha;13;Ciudad Real;2012;1;Otras;0;0;0
01;Andalucía;14;Córdoba;2012;1;Otras;0;0;0
12;Galicia;15;Coruña, A;2012;1;Otras;4;9000;9000
08;Castilla-La Mancha;16;Cuenca;2012;1;Otras;1;26700;26700
09;Cataluña;17;Girona;2012;1;Otras;3;5000;5000
01;Andalucía;18;Granada;2012;1;Otras;0;0;0
