estacion,no2,pm25,pm10,kmeans_k4,jerarquico_k4
8,35.15934065934066,10.244837758112094,19.067846607669615,2,3
24,16.393939393939394,8.856749311294767,15.674931129476583,1,2
38,30.24590163934426,9.502732240437158,17.4672131147541,2,3
47,26.57650273224044,8.129943502824858,14.59322033898305,3,1
48,27.603825136612024,9.927374301675977,16.580281690140843,2,3
50,27.918032786885245,8.30958904109589,15.417127071823204,3,1
56,40.56318681318681,10.244505494505495,14.854395604395604,0,4
