estacion,temperatura,humedad_rel,kmeans_k5,jerarquico_k5
8,17.709695290858726,53.75069252077562,1,2
24,16.261878453038676,58.67403314917127,2,4
35,18.131024930747923,51.9196675900277,1,2
36,16.76798866855524,57.186968838526916,0,3
38,17.383287671232875,52.95616438356164,3,1
39,17.311780821917807,60.057534246575344,0,3
54,17.089226519337018,53.790055248618785,3,1
56,17.06904109589041,58.772602739726025,0,3
58,16.013333333333332,62.50410958904109,4,5
59,16.23939393939394,59.43801652892562,2,4
