estacion,no2,pm25,pm10,kmeans_k4,jerarquico_k4
8,34.27945205479452,9.71111111111111,17.530158730158732,1,1
24,17.226519337016576,9.20775623268698,21.178272980501394,2,3
38,29.687671232876713,9.676375404530745,21.41883116883117,0,2
47,28.875,9.368731563421829,20.856304985337243,0,2
48,27.115384615384617,9.392265193370166,17.685082872928177,1,1
50,32.60497237569061,8.636904761904763,20.57391304347826,0,2
56,39.81917808219178,11.033613445378151,22.346260387811633,3,4
57,25.50958904109589,8.152542372881356,17.25,1,1
