,temperatura,superficie_relativa,kmeans_k4,jerarquico_k4
8,17.709695290858726,0.0004450705021880642,0,1
18,16.948033707865168,0.01730456544840125,1,2
24,16.261878453038676,0.012842652421405521,3,4
36,16.76798866855524,0.016794557208060504,1,2
39,17.311780821917807,0.003990947340252049,0,1
54,17.089226519337018,0.01834059064558877,1,2
56,17.06904109589041,0.01730456544840125,1,2
58,16.013333333333332,0.003990947340252049,2,3
59,16.23939393939394,0.004873389806168073,2,3
