estacion,vel_viento,dir_viento,temperatura,humedad_rel,presion,rad_solar,precipitacion,kmeans_k4,jerarquico_k4
24,1.4443098591549297,79.55,15.84388888888889,58.68888888888889,949.8409090909091,202.24791086350976,1.0025,1,1
59,1.117665615141956,50.68454258675079,15.938292011019286,61.08815426997245,940.0110192837466,200.4847645429363,1.003719008264463,1,1
102,1.9828219178082191,106.8986301369863,13.517534246575341,52.775342465753425,940.9068493150685,201.24657534246575,0.9323287671232877,0,3
103,1.4106043956043957,103.18681318681318,13.989835164835165,54.895604395604394,949.2939560439561,209.46428571428572,0.6798245614035088,2,4
107,1.2220679886685553,68.01699716713881,14.221246458923513,54.95156695156695,940.7009966777408,201.8640226628895,1.1436260623229462,3,2
