estacion,vel_viento,dir_viento,temperatura,humedad_rel,presion,rad_solar,precipitacion,kmeans_k4,jerarquico_k4
24,1.827877094972067,190.38718662952647,15.549720670391062,55.37604456824513,944.3156424581006,204.98607242339833,0.7654794520547946,2,1
59,1.4387227414330217,157.95638629283488,14.79396551724138,55.20977011494253,940.1063218390805,191.4735202492212,0.9426791277258567,1,2
102,2.1925205479452052,150.36438356164385,13.095068493150684,50.912328767123284,940.0794520547945,208.38082191780822,1.0408219178082192,1,2
103,1.6056906077348065,182.04696132596686,13.711602209944752,52.052486187845304,947.7016574585635,212.06629834254144,0.9709944751381215,2,1
104,0.9957182320441988,144.3756906077348,6.423076923076923,61.5,940.8461538461538,172.30769230769232,0.36025641025641025,3,4
106,1.142200557103064,222.8941504178273,13.16991643454039,58.16713091922006,950.2423398328691,199.3816155988858,0.8181058495821727,2,1
107,1.2252762430939226,117.29005524861878,13.832872928176796,51.98066298342541,939.5303867403314,202.74309392265192,0.7364640883977901,1,2
108,0.9345479452054795,180.5945205479452,13.761643835616438,39.93698630136986,942.7369863013698,198.09315068493152,0.9249315068493151,0,3
